#    L    TT             EE             TE             PP             TP          
  5487   0.494122E-01   0.136483E-02  -0.386435E-03   0.121361E+05   0.280461E+00
  5488   0.493134E-01   0.136091E-02  -0.383740E-03   0.121300E+05   0.279609E+00
  5489   0.492155E-01   0.135698E-02  -0.381102E-03   0.121240E+05   0.278762E+00
  5490   0.491184E-01   0.135306E-02  -0.378520E-03   0.121180E+05   0.277921E+00
  5491   0.490223E-01   0.134915E-02  -0.375991E-03   0.121119E+05   0.277086E+00
  5492   0.489270E-01   0.134524E-02  -0.373519E-03   0.121059E+05   0.276257E+00
  5493   0.488325E-01   0.134133E-02  -0.371100E-03   0.120999E+05   0.275433E+00
  5494   0.487388E-01   0.133742E-02  -0.368735E-03   0.120939E+05   0.274616E+00
  5495   0.486461E-01   0.133352E-02  -0.366424E-03   0.120878E+05   0.273804E+00
  5496   0.485542E-01   0.132962E-02  -0.364165E-03   0.120818E+05   0.272999E+00
  5497   0.484630E-01   0.132572E-02  -0.361959E-03   0.120758E+05   0.272199E+00
  5498   0.483727E-01   0.132183E-02  -0.359804E-03   0.120698E+05   0.271405E+00
  5499   0.482833E-01   0.131794E-02  -0.357701E-03   0.120638E+05   0.270617E+00
  5500   0.481946E-01   0.131406E-02  -0.355649E-03   0.120578E+05   0.269834E+00
  5501   0.481067E-01   0.131018E-02  -0.353648E-03   0.120518E+05   0.269057E+00
  5502   0.480197E-01   0.130630E-02  -0.351697E-03   0.120458E+05   0.268287E+00
  5503   0.479334E-01   0.130243E-02  -0.349795E-03   0.120398E+05   0.267521E+00
  5504   0.478480E-01   0.129855E-02  -0.347943E-03   0.120338E+05   0.266762E+00
  5505   0.477633E-01   0.129469E-02  -0.346139E-03   0.120278E+05   0.266008E+00
  5506   0.476793E-01   0.129083E-02  -0.344384E-03   0.120219E+05   0.265260E+00
  5507   0.475961E-01   0.128697E-02  -0.342676E-03   0.120159E+05   0.264518E+00
  5508   0.475137E-01   0.128312E-02  -0.341015E-03   0.120099E+05   0.263781E+00
  5509   0.474321E-01   0.127927E-02  -0.339403E-03   0.120039E+05   0.263050E+00
  5510   0.473512E-01   0.127542E-02  -0.337835E-03   0.119980E+05   0.262325E+00
  5511   0.472710E-01   0.127158E-02  -0.336314E-03   0.119920E+05   0.261605E+00
  5512   0.471915E-01   0.126775E-02  -0.334839E-03   0.119860E+05   0.260891E+00
  5513   0.471128E-01   0.126391E-02  -0.333409E-03   0.119801E+05   0.260183E+00
  5514   0.470348E-01   0.126009E-02  -0.332023E-03   0.119741E+05   0.259480E+00
  5515   0.469576E-01   0.125626E-02  -0.330681E-03   0.119681E+05   0.258783E+00
  5516   0.468810E-01   0.125245E-02  -0.329383E-03   0.119622E+05   0.258091E+00
  5517   0.468051E-01   0.124863E-02  -0.328129E-03   0.119562E+05   0.257405E+00
  5518   0.467299E-01   0.124482E-02  -0.326916E-03   0.119503E+05   0.256724E+00
  5519   0.466554E-01   0.124102E-02  -0.325747E-03   0.119443E+05   0.256049E+00
  5520   0.465816E-01   0.123722E-02  -0.324618E-03   0.119384E+05   0.255380E+00
  5521   0.465085E-01   0.123342E-02  -0.323532E-03   0.119325E+05   0.254716E+00
  5522   0.464360E-01   0.122964E-02  -0.322487E-03   0.119265E+05   0.254057E+00
  5523   0.463641E-01   0.122585E-02  -0.321481E-03   0.119206E+05   0.253404E+00
  5524   0.462930E-01   0.122207E-02  -0.320516E-03   0.119147E+05   0.252756E+00
  5525   0.462225E-01   0.121830E-02  -0.319591E-03   0.119087E+05   0.252114E+00
  5526   0.461526E-01   0.121452E-02  -0.318704E-03   0.119028E+05   0.251477E+00
  5527   0.460833E-01   0.121076E-02  -0.317856E-03   0.118969E+05   0.250846E+00
  5528   0.460148E-01   0.120700E-02  -0.317047E-03   0.118910E+05   0.250220E+00
  5529   0.459468E-01   0.120325E-02  -0.316275E-03   0.118851E+05   0.249599E+00
  5530   0.458795E-01   0.119950E-02  -0.315539E-03   0.118792E+05   0.248984E+00
  5531   0.458127E-01   0.119575E-02  -0.314841E-03   0.118733E+05   0.248374E+00
  5532   0.457465E-01   0.119202E-02  -0.314180E-03   0.118674E+05   0.247769E+00
  5533   0.456810E-01   0.118829E-02  -0.313554E-03   0.118614E+05   0.247170E+00
  5534   0.456160E-01   0.118455E-02  -0.312964E-03   0.118556E+05   0.246576E+00
  5535   0.455516E-01   0.118084E-02  -0.312408E-03   0.118497E+05   0.245988E+00
  5536   0.454878E-01   0.117712E-02  -0.311887E-03   0.118438E+05   0.245404E+00
  5537   0.454246E-01   0.117341E-02  -0.311400E-03   0.118379E+05   0.244826E+00
  5538   0.453619E-01   0.116971E-02  -0.310947E-03   0.118320E+05   0.244254E+00
  5539   0.452998E-01   0.116601E-02  -0.310526E-03   0.118261E+05   0.243686E+00
  5540   0.452382E-01   0.116231E-02  -0.310139E-03   0.118202E+05   0.243124E+00
  5541   0.451772E-01   0.115863E-02  -0.309784E-03   0.118143E+05   0.242567E+00
  5542   0.451167E-01   0.115495E-02  -0.309460E-03   0.118085E+05   0.242015E+00
  5543   0.450568E-01   0.115127E-02  -0.309167E-03   0.118026E+05   0.241468E+00
  5544   0.449973E-01   0.114760E-02  -0.308906E-03   0.117967E+05   0.240927E+00
  5545   0.449385E-01   0.114394E-02  -0.308675E-03   0.117909E+05   0.240390E+00
  5546   0.448801E-01   0.114028E-02  -0.308474E-03   0.117850E+05   0.239859E+00
  5547   0.448222E-01   0.113663E-02  -0.308301E-03   0.117791E+05   0.239333E+00
  5548   0.447648E-01   0.113299E-02  -0.308159E-03   0.117733E+05   0.238812E+00
  5549   0.447080E-01   0.112935E-02  -0.308044E-03   0.117674E+05   0.238296E+00
  5550   0.446515E-01   0.112572E-02  -0.307958E-03   0.117616E+05   0.237785E+00
  5551   0.445956E-01   0.112209E-02  -0.307899E-03   0.117557E+05   0.237280E+00
  5552   0.445402E-01   0.111848E-02  -0.307867E-03   0.117499E+05   0.236779E+00
  5553   0.444852E-01   0.111487E-02  -0.307862E-03   0.117440E+05   0.236284E+00
  5554   0.444307E-01   0.111126E-02  -0.307884E-03   0.117382E+05   0.235793E+00
  5555   0.443766E-01   0.110767E-02  -0.307931E-03   0.117324E+05   0.235308E+00
  5556   0.443230E-01   0.110407E-02  -0.308003E-03   0.117265E+05   0.234827E+00
  5557   0.442698E-01   0.110049E-02  -0.308100E-03   0.117207E+05   0.234352E+00
  5558   0.442170E-01   0.109691E-02  -0.308222E-03   0.117149E+05   0.233881E+00
  5559   0.441648E-01   0.109334E-02  -0.308368E-03   0.117091E+05   0.233416E+00
  5560   0.441129E-01   0.108977E-02  -0.308537E-03   0.117032E+05   0.232955E+00
  5561   0.440614E-01   0.108622E-02  -0.308729E-03   0.116974E+05   0.232499E+00
  5562   0.440103E-01   0.108267E-02  -0.308943E-03   0.116916E+05   0.232049E+00
  5563   0.439597E-01   0.107913E-02  -0.309180E-03   0.116858E+05   0.231603E+00
  5564   0.439094E-01   0.107559E-02  -0.309438E-03   0.116800E+05   0.231162E+00
  5565   0.438595E-01   0.107206E-02  -0.309718E-03   0.116742E+05   0.230726E+00
  5566   0.438101E-01   0.106854E-02  -0.310017E-03   0.116684E+05   0.230295E+00
  5567   0.437609E-01   0.106503E-02  -0.310338E-03   0.116626E+05   0.229868E+00
  5568   0.437122E-01   0.106152E-02  -0.310678E-03   0.116568E+05   0.229447E+00
  5569   0.436638E-01   0.105802E-02  -0.311038E-03   0.116510E+05   0.229030E+00
  5570   0.436158E-01   0.105453E-02  -0.311416E-03   0.116452E+05   0.228618E+00
  5571   0.435681E-01   0.105105E-02  -0.311813E-03   0.116394E+05   0.228211E+00
  5572   0.435208E-01   0.104757E-02  -0.312227E-03   0.116336E+05   0.227809E+00
  5573   0.434738E-01   0.104410E-02  -0.312660E-03   0.116278E+05   0.227412E+00
  5574   0.434271E-01   0.104064E-02  -0.313109E-03   0.116221E+05   0.227019E+00
  5575   0.433808E-01   0.103719E-02  -0.313575E-03   0.116163E+05   0.226631E+00
  5576   0.433348E-01   0.103374E-02  -0.314057E-03   0.116105E+05   0.226248E+00
  5577   0.432890E-01   0.103031E-02  -0.314555E-03   0.116047E+05   0.225869E+00
  5578   0.432437E-01   0.102687E-02  -0.315068E-03   0.115990E+05   0.225495E+00
  5579   0.431985E-01   0.102345E-02  -0.315595E-03   0.115932E+05   0.225126E+00
  5580   0.431538E-01   0.102004E-02  -0.316137E-03   0.115874E+05   0.224762E+00
  5581   0.431092E-01   0.101663E-02  -0.316693E-03   0.115817E+05   0.224402E+00
  5582   0.430650E-01   0.101324E-02  -0.317262E-03   0.115759E+05   0.224047E+00
  5583   0.430211E-01   0.100985E-02  -0.317844E-03   0.115702E+05   0.223696E+00
  5584   0.429773E-01   0.100647E-02  -0.318438E-03   0.115644E+05   0.223351E+00
  5585   0.429339E-01   0.100309E-02  -0.319044E-03   0.115587E+05   0.223009E+00
  5586   0.428907E-01   0.999729E-03  -0.319662E-03   0.115529E+05   0.222673E+00
  5587   0.428478E-01   0.996375E-03  -0.320292E-03   0.115472E+05   0.222340E+00
  5588   0.428051E-01   0.993027E-03  -0.320931E-03   0.115415E+05   0.222013E+00
  5589   0.427626E-01   0.989687E-03  -0.321580E-03   0.115357E+05   0.221690E+00
  5590   0.427204E-01   0.986354E-03  -0.322240E-03   0.115300E+05   0.221371E+00
  5591   0.426784E-01   0.983035E-03  -0.322909E-03   0.115243E+05   0.221057E+00
  5592   0.426366E-01   0.979724E-03  -0.323586E-03   0.115185E+05   0.220748E+00
  5593   0.425950E-01   0.976419E-03  -0.324272E-03   0.115128E+05   0.220443E+00
  5594   0.425537E-01   0.973122E-03  -0.324966E-03   0.115071E+05   0.220143E+00
  5595   0.425125E-01   0.969839E-03  -0.325667E-03   0.115014E+05   0.219847E+00
  5596   0.424715E-01   0.966563E-03  -0.326374E-03   0.114957E+05   0.219555E+00
  5597   0.424306E-01   0.963294E-03  -0.327088E-03   0.114900E+05   0.219268E+00
  5598   0.423900E-01   0.960032E-03  -0.327809E-03   0.114843E+05   0.218985E+00
  5599   0.423496E-01   0.956777E-03  -0.328535E-03   0.114785E+05   0.218707E+00
  5600   0.423092E-01   0.953536E-03  -0.329266E-03   0.114728E+05   0.218433E+00
  5601   0.422691E-01   0.950303E-03  -0.330002E-03   0.114671E+05   0.218163E+00
  5602   0.422291E-01   0.947083E-03  -0.330742E-03   0.114615E+05   0.217898E+00
  5603   0.421892E-01   0.943871E-03  -0.331485E-03   0.114558E+05   0.217638E+00
  5604   0.421495E-01   0.940666E-03  -0.332232E-03   0.114501E+05   0.217381E+00
  5605   0.421099E-01   0.937467E-03  -0.332982E-03   0.114444E+05   0.217129E+00
  5606   0.420705E-01   0.934283E-03  -0.333734E-03   0.114387E+05   0.216881E+00
  5607   0.420312E-01   0.931106E-03  -0.334487E-03   0.114330E+05   0.216638E+00
  5608   0.419919E-01   0.927943E-03  -0.335243E-03   0.114273E+05   0.216398E+00
  5609   0.419528E-01   0.924787E-03  -0.335999E-03   0.114217E+05   0.216163E+00
  5610   0.419137E-01   0.921638E-03  -0.336756E-03   0.114160E+05   0.215933E+00
  5611   0.418749E-01   0.918496E-03  -0.337513E-03   0.114103E+05   0.215706E+00
  5612   0.418360E-01   0.915368E-03  -0.338269E-03   0.114047E+05   0.215484E+00
  5613   0.417972E-01   0.912254E-03  -0.339025E-03   0.113990E+05   0.215266E+00
  5614   0.417586E-01   0.909148E-03  -0.339779E-03   0.113933E+05   0.215052E+00
  5615   0.417199E-01   0.906047E-03  -0.340531E-03   0.113877E+05   0.214843E+00
  5616   0.416814E-01   0.902962E-03  -0.341281E-03   0.113820E+05   0.214637E+00
  5617   0.416428E-01   0.899883E-03  -0.342029E-03   0.113764E+05   0.214436E+00
  5618   0.416043E-01   0.896810E-03  -0.342773E-03   0.113707E+05   0.214239E+00
  5619   0.415659E-01   0.893752E-03  -0.343514E-03   0.113651E+05   0.214046E+00
  5620   0.415275E-01   0.890708E-03  -0.344250E-03   0.113594E+05   0.213857E+00
  5621   0.414892E-01   0.887671E-03  -0.344982E-03   0.113538E+05   0.213672E+00
  5622   0.414509E-01   0.884641E-03  -0.345709E-03   0.113481E+05   0.213491E+00
  5623   0.414125E-01   0.881625E-03  -0.346431E-03   0.113425E+05   0.213315E+00
  5624   0.413742E-01   0.878615E-03  -0.347146E-03   0.113369E+05   0.213142E+00
  5625   0.413359E-01   0.875620E-03  -0.347856E-03   0.113313E+05   0.212973E+00
  5626   0.412975E-01   0.872638E-03  -0.348558E-03   0.113256E+05   0.212809E+00
  5627   0.412592E-01   0.869664E-03  -0.349253E-03   0.113200E+05   0.212648E+00
  5628   0.412208E-01   0.866696E-03  -0.349940E-03   0.113144E+05   0.212492E+00
  5629   0.411825E-01   0.863742E-03  -0.350619E-03   0.113088E+05   0.212339E+00
  5630   0.411441E-01   0.860802E-03  -0.351289E-03   0.113032E+05   0.212191E+00
  5631   0.411056E-01   0.857869E-03  -0.351951E-03   0.112975E+05   0.212046E+00
  5632   0.410672E-01   0.854950E-03  -0.352603E-03   0.112919E+05   0.211906E+00
  5633   0.410286E-01   0.852038E-03  -0.353244E-03   0.112863E+05   0.211769E+00
  5634   0.409901E-01   0.849139E-03  -0.353875E-03   0.112807E+05   0.211636E+00
  5635   0.409514E-01   0.846255E-03  -0.354496E-03   0.112751E+05   0.211508E+00
  5636   0.409127E-01   0.843377E-03  -0.355104E-03   0.112695E+05   0.211383E+00
  5637   0.408739E-01   0.840506E-03  -0.355701E-03   0.112639E+05   0.211262E+00
  5638   0.408350E-01   0.837656E-03  -0.356285E-03   0.112583E+05   0.211144E+00
  5639   0.407961E-01   0.834813E-03  -0.356857E-03   0.112528E+05   0.211031E+00
  5640   0.407570E-01   0.831976E-03  -0.357415E-03   0.112472E+05   0.210922E+00
  5641   0.407178E-01   0.829153E-03  -0.357960E-03   0.112416E+05   0.210816E+00
  5642   0.406785E-01   0.826344E-03  -0.358490E-03   0.112360E+05   0.210714E+00
  5643   0.406392E-01   0.823550E-03  -0.359006E-03   0.112304E+05   0.210616E+00
  5644   0.405997E-01   0.820761E-03  -0.359507E-03   0.112249E+05   0.210522E+00
  5645   0.405600E-01   0.817987E-03  -0.359992E-03   0.112193E+05   0.210431E+00
  5646   0.405203E-01   0.815226E-03  -0.360461E-03   0.112137E+05   0.210344E+00
  5647   0.404803E-01   0.812472E-03  -0.360913E-03   0.112082E+05   0.210261E+00
  5648   0.404403E-01   0.809732E-03  -0.361349E-03   0.112026E+05   0.210182E+00
  5649   0.404001E-01   0.807005E-03  -0.361767E-03   0.111970E+05   0.210107E+00
  5650   0.403597E-01   0.804285E-03  -0.362167E-03   0.111915E+05   0.210035E+00
  5651   0.403192E-01   0.801584E-03  -0.362549E-03   0.111859E+05   0.209966E+00
  5652   0.402785E-01   0.798891E-03  -0.362913E-03   0.111804E+05   0.209902E+00
  5653   0.402376E-01   0.796210E-03  -0.363257E-03   0.111748E+05   0.209841E+00
  5654   0.401965E-01   0.793542E-03  -0.363581E-03   0.111693E+05   0.209784E+00
  5655   0.401553E-01   0.790885E-03  -0.363885E-03   0.111637E+05   0.209730E+00
  5656   0.401138E-01   0.788241E-03  -0.364168E-03   0.111582E+05   0.209680E+00
  5657   0.400721E-01   0.785609E-03  -0.364431E-03   0.111527E+05   0.209634E+00
  5658   0.400303E-01   0.782989E-03  -0.364672E-03   0.111471E+05   0.209591E+00
  5659   0.399881E-01   0.780381E-03  -0.364891E-03   0.111416E+05   0.209552E+00
  5660   0.399459E-01   0.777786E-03  -0.365090E-03   0.111361E+05   0.209516E+00
  5661   0.399034E-01   0.775203E-03  -0.365266E-03   0.111306E+05   0.209484E+00
  5662   0.398606E-01   0.772632E-03  -0.365423E-03   0.111250E+05   0.209455E+00
  5663   0.398177E-01   0.770072E-03  -0.365557E-03   0.111195E+05   0.209430E+00
  5664   0.397746E-01   0.767525E-03  -0.365672E-03   0.111140E+05   0.209409E+00
  5665   0.397313E-01   0.764990E-03  -0.365765E-03   0.111085E+05   0.209391E+00
  5666   0.396878E-01   0.762467E-03  -0.365838E-03   0.111030E+05   0.209376E+00
  5667   0.396441E-01   0.759955E-03  -0.365890E-03   0.110975E+05   0.209365E+00
  5668   0.396001E-01   0.757455E-03  -0.365922E-03   0.110920E+05   0.209357E+00
  5669   0.395560E-01   0.754968E-03  -0.365933E-03   0.110865E+05   0.209353E+00
  5670   0.395117E-01   0.752491E-03  -0.365925E-03   0.110810E+05   0.209352E+00
  5671   0.394672E-01   0.750027E-03  -0.365897E-03   0.110755E+05   0.209355E+00
  5672   0.394224E-01   0.747573E-03  -0.365848E-03   0.110700E+05   0.209361E+00
  5673   0.393775E-01   0.745133E-03  -0.365780E-03   0.110645E+05   0.209370E+00
  5674   0.393324E-01   0.742702E-03  -0.365693E-03   0.110590E+05   0.209383E+00
  5675   0.392871E-01   0.740284E-03  -0.365585E-03   0.110535E+05   0.209399E+00
  5676   0.392416E-01   0.737877E-03  -0.365458E-03   0.110480E+05   0.209418E+00
  5677   0.391960E-01   0.735481E-03  -0.365312E-03   0.110426E+05   0.209441E+00
  5678   0.391501E-01   0.733097E-03  -0.365146E-03   0.110371E+05   0.209467E+00
  5679   0.391040E-01   0.730723E-03  -0.364962E-03   0.110316E+05   0.209496E+00
  5680   0.390578E-01   0.728362E-03  -0.364759E-03   0.110261E+05   0.209529E+00
  5681   0.390114E-01   0.726011E-03  -0.364536E-03   0.110207E+05   0.209565E+00
  5682   0.389648E-01   0.723671E-03  -0.364296E-03   0.110152E+05   0.209604E+00
  5683   0.389179E-01   0.721343E-03  -0.364035E-03   0.110098E+05   0.209646E+00
  5684   0.388710E-01   0.719026E-03  -0.363758E-03   0.110043E+05   0.209692E+00
  5685   0.388238E-01   0.716719E-03  -0.363461E-03   0.109988E+05   0.209741E+00
  5686   0.387765E-01   0.714424E-03  -0.363146E-03   0.109934E+05   0.209793E+00
  5687   0.387290E-01   0.712140E-03  -0.362813E-03   0.109879E+05   0.209848E+00
  5688   0.386813E-01   0.709866E-03  -0.362462E-03   0.109825E+05   0.209906E+00
  5689   0.386334E-01   0.707603E-03  -0.362093E-03   0.109771E+05   0.209968E+00
  5690   0.385854E-01   0.705351E-03  -0.361706E-03   0.109716E+05   0.210032E+00
  5691   0.385372E-01   0.703110E-03  -0.361301E-03   0.109662E+05   0.210100E+00
  5692   0.384888E-01   0.700879E-03  -0.360879E-03   0.109607E+05   0.210171E+00
  5693   0.384403E-01   0.698659E-03  -0.360440E-03   0.109553E+05   0.210245E+00
  5694   0.383915E-01   0.696449E-03  -0.359983E-03   0.109499E+05   0.210322E+00
  5695   0.383426E-01   0.694251E-03  -0.359509E-03   0.109444E+05   0.210402E+00
  5696   0.382935E-01   0.692062E-03  -0.359018E-03   0.109390E+05   0.210485E+00
  5697   0.382443E-01   0.689884E-03  -0.358510E-03   0.109336E+05   0.210572E+00
  5698   0.381949E-01   0.687716E-03  -0.357984E-03   0.109282E+05   0.210661E+00
  5699   0.381453E-01   0.685559E-03  -0.357442E-03   0.109228E+05   0.210753E+00
  5700   0.380956E-01   0.683412E-03  -0.356884E-03   0.109174E+05   0.210848E+00
  5701   0.380457E-01   0.681275E-03  -0.356309E-03   0.109119E+05   0.210947E+00
  5702   0.379956E-01   0.679148E-03  -0.355718E-03   0.109065E+05   0.211048E+00
  5703   0.379455E-01   0.677031E-03  -0.355110E-03   0.109011E+05   0.211152E+00
  5704   0.378951E-01   0.674925E-03  -0.354486E-03   0.108957E+05   0.211259E+00
  5705   0.378445E-01   0.672829E-03  -0.353846E-03   0.108903E+05   0.211369E+00
  5706   0.377939E-01   0.670743E-03  -0.353190E-03   0.108849E+05   0.211482E+00
  5707   0.377430E-01   0.668666E-03  -0.352518E-03   0.108796E+05   0.211598E+00
  5708   0.376920E-01   0.666600E-03  -0.351831E-03   0.108742E+05   0.211717E+00
  5709   0.376409E-01   0.664543E-03  -0.351128E-03   0.108688E+05   0.211839E+00
  5710   0.375895E-01   0.662497E-03  -0.350409E-03   0.108634E+05   0.211963E+00
  5711   0.375381E-01   0.660459E-03  -0.349675E-03   0.108580E+05   0.212091E+00
  5712   0.374865E-01   0.658433E-03  -0.348926E-03   0.108526E+05   0.212221E+00
  5713   0.374347E-01   0.656415E-03  -0.348162E-03   0.108473E+05   0.212354E+00
  5714   0.373829E-01   0.654407E-03  -0.347383E-03   0.108419E+05   0.212490E+00
  5715   0.373308E-01   0.652409E-03  -0.346588E-03   0.108365E+05   0.212628E+00
  5716   0.372786E-01   0.650420E-03  -0.345779E-03   0.108311E+05   0.212770E+00
  5717   0.372263E-01   0.648441E-03  -0.344956E-03   0.108258E+05   0.212914E+00
  5718   0.371738E-01   0.646470E-03  -0.344117E-03   0.108204E+05   0.213061E+00
  5719   0.371212E-01   0.644511E-03  -0.343265E-03   0.108151E+05   0.213211E+00
  5720   0.370684E-01   0.642559E-03  -0.342398E-03   0.108097E+05   0.213363E+00
  5721   0.370155E-01   0.640617E-03  -0.341516E-03   0.108044E+05   0.213518E+00
  5722   0.369625E-01   0.638685E-03  -0.340621E-03   0.107990E+05   0.213676E+00
  5723   0.369092E-01   0.636761E-03  -0.339712E-03   0.107937E+05   0.213836E+00
  5724   0.368559E-01   0.634847E-03  -0.338789E-03   0.107883E+05   0.214000E+00
  5725   0.368024E-01   0.632942E-03  -0.337852E-03   0.107830E+05   0.214165E+00
