#    L    TT             EE             BB             TE          
   874   0.151946E+00   0.206437E-02   0.142334E-02   0.863330E-02
   875   0.150590E+00   0.206879E-02   0.142137E-02   0.855104E-02
   876   0.149231E+00   0.207361E-02   0.141938E-02   0.847196E-02
   877   0.147870E+00   0.207880E-02   0.141739E-02   0.839609E-02
   878   0.146509E+00   0.208435E-02   0.141537E-02   0.832349E-02
   879   0.145150E+00   0.209023E-02   0.141334E-02   0.825421E-02
   880   0.143793E+00   0.209640E-02   0.141128E-02   0.818829E-02
   881   0.142442E+00   0.210285E-02   0.140920E-02   0.812579E-02
   882   0.141096E+00   0.210955E-02   0.140709E-02   0.806675E-02
   883   0.139758E+00   0.211648E-02   0.140494E-02   0.801122E-02
   884   0.138430E+00   0.212361E-02   0.140277E-02   0.795926E-02
   885   0.137113E+00   0.213092E-02   0.140056E-02   0.791091E-02
   886   0.135808E+00   0.213837E-02   0.139831E-02   0.786622E-02
   887   0.134517E+00   0.214596E-02   0.139602E-02   0.782524E-02
   888   0.133242E+00   0.215364E-02   0.139369E-02   0.778802E-02
   889   0.131984E+00   0.216141E-02   0.139131E-02   0.775461E-02
   890   0.130745E+00   0.216922E-02   0.138888E-02   0.772506E-02
   891   0.129526E+00   0.217706E-02   0.138640E-02   0.769941E-02
   892   0.128329E+00   0.218491E-02   0.138387E-02   0.767772E-02
   893   0.127156E+00   0.219273E-02   0.138128E-02   0.766004E-02
   894   0.126007E+00   0.220051E-02   0.137863E-02   0.764641E-02
   895   0.124886E+00   0.220821E-02   0.137592E-02   0.763689E-02
   896   0.123792E+00   0.221581E-02   0.137315E-02   0.763152E-02
   897   0.122728E+00   0.222329E-02   0.137031E-02   0.763036E-02
   898   0.121696E+00   0.223063E-02   0.136740E-02   0.763344E-02
   899   0.120696E+00   0.223779E-02   0.136442E-02   0.764083E-02
   900   0.119731E+00   0.224476E-02   0.136136E-02   0.765257E-02
   901   0.118802E+00   0.225150E-02   0.135823E-02   0.766867E-02
   902   0.117908E+00   0.225802E-02   0.135502E-02   0.768901E-02
   903   0.117049E+00   0.226431E-02   0.135174E-02   0.771342E-02
   904   0.116224E+00   0.227036E-02   0.134839E-02   0.774173E-02
   905   0.115432E+00   0.227617E-02   0.134497E-02   0.777379E-02
   906   0.114674E+00   0.228174E-02   0.134148E-02   0.780942E-02
   907   0.113948E+00   0.228705E-02   0.133794E-02   0.784847E-02
   908   0.113253E+00   0.229211E-02   0.133433E-02   0.789076E-02
   909   0.112590E+00   0.229690E-02   0.133066E-02   0.793614E-02
   910   0.111957E+00   0.230143E-02   0.132694E-02   0.798443E-02
   911   0.111354E+00   0.230569E-02   0.132316E-02   0.803548E-02
   912   0.110780E+00   0.230967E-02   0.131934E-02   0.808912E-02
   913   0.110235E+00   0.231337E-02   0.131546E-02   0.814519E-02
   914   0.109718E+00   0.231679E-02   0.131153E-02   0.820352E-02
   915   0.109228E+00   0.231991E-02   0.130756E-02   0.826394E-02
   916   0.108765E+00   0.232274E-02   0.130355E-02   0.832629E-02
   917   0.108329E+00   0.232527E-02   0.129950E-02   0.839041E-02
   918   0.107917E+00   0.232749E-02   0.129541E-02   0.845614E-02
   919   0.107531E+00   0.232941E-02   0.129129E-02   0.852330E-02
   920   0.107169E+00   0.233101E-02   0.128713E-02   0.859173E-02
   921   0.106830E+00   0.233229E-02   0.128295E-02   0.866128E-02
   922   0.106515E+00   0.233324E-02   0.127873E-02   0.873176E-02
   923   0.106222E+00   0.233386E-02   0.127449E-02   0.880303E-02
   924   0.105950E+00   0.233415E-02   0.127022E-02   0.887491E-02
   925   0.105700E+00   0.233410E-02   0.126594E-02   0.894724E-02
   926   0.105471E+00   0.233371E-02   0.126163E-02   0.901986E-02
   927   0.105261E+00   0.233297E-02   0.125731E-02   0.909260E-02
   928   0.105071E+00   0.233187E-02   0.125298E-02   0.916530E-02
   929   0.104900E+00   0.233041E-02   0.124863E-02   0.923779E-02
   930   0.104746E+00   0.232859E-02   0.124427E-02   0.930991E-02
   931   0.104610E+00   0.232640E-02   0.123991E-02   0.938149E-02
   932   0.104491E+00   0.232383E-02   0.123554E-02   0.945236E-02
   933   0.104388E+00   0.232089E-02   0.123116E-02   0.952238E-02
   934   0.104301E+00   0.231756E-02   0.122679E-02   0.959136E-02
   935   0.104229E+00   0.231385E-02   0.122242E-02   0.965915E-02
   936   0.104171E+00   0.230974E-02   0.121805E-02   0.972558E-02
   937   0.104127E+00   0.230523E-02   0.121369E-02   0.979048E-02
   938   0.104096E+00   0.230032E-02   0.120934E-02   0.985369E-02
   939   0.104078E+00   0.229500E-02   0.120500E-02   0.991506E-02
   940   0.104071E+00   0.228927E-02   0.120068E-02   0.997440E-02
   941   0.104076E+00   0.228312E-02   0.119637E-02   0.100316E-01
   942   0.104091E+00   0.227655E-02   0.119208E-02   0.100864E-01
   943   0.104117E+00   0.226955E-02   0.118781E-02   0.101387E-01
   944   0.104152E+00   0.226211E-02   0.118356E-02   0.101883E-01
   945   0.104195E+00   0.225424E-02   0.117934E-02   0.102351E-01
   946   0.104247E+00   0.224593E-02   0.117514E-02   0.102789E-01
   947   0.104307E+00   0.223717E-02   0.117098E-02   0.103195E-01
   948   0.104373E+00   0.222795E-02   0.116685E-02   0.103568E-01
   949   0.104446E+00   0.221828E-02   0.116275E-02   0.103905E-01
   950   0.104524E+00   0.220815E-02   0.115869E-02   0.104207E-01
   951   0.104608E+00   0.219755E-02   0.115467E-02   0.104470E-01
   952   0.104696E+00   0.218651E-02   0.115068E-02   0.104696E-01
   953   0.104788E+00   0.217504E-02   0.114674E-02   0.104884E-01
   954   0.104884E+00   0.216315E-02   0.114284E-02   0.105037E-01
   955   0.104983E+00   0.215088E-02   0.113897E-02   0.105155E-01
   956   0.105084E+00   0.213823E-02   0.113515E-02   0.105238E-01
   957   0.105187E+00   0.212522E-02   0.113136E-02   0.105287E-01
   958   0.105292E+00   0.211188E-02   0.112762E-02   0.105302E-01
   959   0.105398E+00   0.209823E-02   0.112391E-02   0.105286E-01
   960   0.105504E+00   0.208428E-02   0.112025E-02   0.105237E-01
   961   0.105610E+00   0.207004E-02   0.111662E-02   0.105158E-01
   962   0.105716E+00   0.205555E-02   0.111303E-02   0.105049E-01
   963   0.105820E+00   0.204081E-02   0.110948E-02   0.104910E-01
   964   0.105923E+00   0.202586E-02   0.110598E-02   0.104742E-01
   965   0.106023E+00   0.201069E-02   0.110251E-02   0.104546E-01
   966   0.106122E+00   0.199535E-02   0.109908E-02   0.104323E-01
   967   0.106216E+00   0.197983E-02   0.109569E-02   0.104074E-01
   968   0.106308E+00   0.196417E-02   0.109234E-02   0.103798E-01
   969   0.106395E+00   0.194838E-02   0.108904E-02   0.103497E-01
   970   0.106477E+00   0.193248E-02   0.108577E-02   0.103173E-01
   971   0.106554E+00   0.191649E-02   0.108254E-02   0.102824E-01
   972   0.106625E+00   0.190043E-02   0.107935E-02   0.102452E-01
   973   0.106690E+00   0.188431E-02   0.107620E-02   0.102059E-01
   974   0.106748E+00   0.186816E-02   0.107309E-02   0.101644E-01
   975   0.106799E+00   0.185199E-02   0.107003E-02   0.101208E-01
   976   0.106842E+00   0.183582E-02   0.106700E-02   0.100752E-01
   977   0.106877E+00   0.181968E-02   0.106401E-02   0.100277E-01
   978   0.106903E+00   0.180357E-02   0.106106E-02   0.997836E-02
   979   0.106920E+00   0.178753E-02   0.105815E-02   0.992723E-02
   980   0.106927E+00   0.177156E-02   0.105529E-02   0.987439E-02
   981   0.106923E+00   0.175569E-02   0.105246E-02   0.981992E-02
   982   0.106908E+00   0.173993E-02   0.104967E-02   0.976389E-02
   983   0.106882E+00   0.172431E-02   0.104693E-02   0.970638E-02
   984   0.106844E+00   0.170884E-02   0.104422E-02   0.964746E-02
   985   0.106794E+00   0.169355E-02   0.104155E-02   0.958720E-02
   986   0.106731E+00   0.167844E-02   0.103893E-02   0.952567E-02
   987   0.106654E+00   0.166354E-02   0.103634E-02   0.946295E-02
   988   0.106563E+00   0.164887E-02   0.103380E-02   0.939911E-02
   989   0.106458E+00   0.163445E-02   0.103130E-02   0.933422E-02
   990   0.106337E+00   0.162030E-02   0.102883E-02   0.926836E-02
   991   0.106201E+00   0.160642E-02   0.102641E-02   0.920160E-02
   992   0.106049E+00   0.159285E-02   0.102403E-02   0.913402E-02
   993   0.105880E+00   0.157961E-02   0.102169E-02   0.906568E-02
   994   0.105695E+00   0.156670E-02   0.101939E-02   0.899666E-02
   995   0.105491E+00   0.155415E-02   0.101713E-02   0.892704E-02
   996   0.105270E+00   0.154199E-02   0.101491E-02   0.885688E-02
   997   0.105030E+00   0.153022E-02   0.101273E-02   0.878626E-02
   998   0.104770E+00   0.151886E-02   0.101059E-02   0.871526E-02
   999   0.104491E+00   0.150794E-02   0.100850E-02   0.864394E-02
  1000   0.104192E+00   0.149747E-02   0.100644E-02   0.857238E-02
  1001   0.103873E+00   0.148747E-02   0.100443E-02   0.850065E-02
  1002   0.103533E+00   0.147794E-02   0.100245E-02   0.842881E-02
  1003   0.103174E+00   0.146886E-02   0.100051E-02   0.835691E-02
  1004   0.102796E+00   0.146022E-02   0.998614E-03   0.828500E-02
  1005   0.102400E+00   0.145203E-02   0.996749E-03   0.821314E-02
  1006   0.101987E+00   0.144426E-02   0.994917E-03   0.814138E-02
  1007   0.101557E+00   0.143691E-02   0.993118E-03   0.806978E-02
  1008   0.101111E+00   0.142998E-02   0.991349E-03   0.799839E-02
  1009   0.100649E+00   0.142344E-02   0.989610E-03   0.792726E-02
  1010   0.100173E+00   0.141731E-02   0.987900E-03   0.785646E-02
  1011   0.996833E-01   0.141155E-02   0.986215E-03   0.778602E-02
  1012   0.991799E-01   0.140618E-02   0.984556E-03   0.771601E-02
  1013   0.986638E-01   0.140117E-02   0.982921E-03   0.764649E-02
  1014   0.981358E-01   0.139652E-02   0.981307E-03   0.757749E-02
  1015   0.975963E-01   0.139223E-02   0.979715E-03   0.750909E-02
  1016   0.970462E-01   0.138827E-02   0.978142E-03   0.744133E-02
  1017   0.964861E-01   0.138465E-02   0.976587E-03   0.737426E-02
  1018   0.959167E-01   0.138136E-02   0.975048E-03   0.730794E-02
  1019   0.953386E-01   0.137838E-02   0.973525E-03   0.724243E-02
  1020   0.947525E-01   0.137571E-02   0.972015E-03   0.717778E-02
  1021   0.941591E-01   0.137334E-02   0.970517E-03   0.711404E-02
  1022   0.935590E-01   0.137126E-02   0.969030E-03   0.705127E-02
  1023   0.929529E-01   0.136946E-02   0.967553E-03   0.698952E-02
  1024   0.923415E-01   0.136793E-02   0.966083E-03   0.692884E-02
  1025   0.917255E-01   0.136667E-02   0.964620E-03   0.686929E-02
  1026   0.911055E-01   0.136566E-02   0.963162E-03   0.681092E-02
  1027   0.904822E-01   0.136491E-02   0.961707E-03   0.675379E-02
  1028   0.898563E-01   0.136439E-02   0.960255E-03   0.669795E-02
  1029   0.892284E-01   0.136410E-02   0.958803E-03   0.664345E-02
  1030   0.885992E-01   0.136403E-02   0.957350E-03   0.659035E-02
  1031   0.879693E-01   0.136417E-02   0.955896E-03   0.653871E-02
  1032   0.873395E-01   0.136452E-02   0.954437E-03   0.648857E-02
  1033   0.867104E-01   0.136506E-02   0.952974E-03   0.643999E-02
  1034   0.860827E-01   0.136579E-02   0.951504E-03   0.639302E-02
  1035   0.854571E-01   0.136670E-02   0.950027E-03   0.634773E-02
  1036   0.848342E-01   0.136777E-02   0.948539E-03   0.630415E-02
  1037   0.842146E-01   0.136901E-02   0.947042E-03   0.626235E-02
  1038   0.835991E-01   0.137040E-02   0.945532E-03   0.622239E-02
  1039   0.829884E-01   0.137193E-02   0.944008E-03   0.618430E-02
  1040   0.823830E-01   0.137360E-02   0.942469E-03   0.614816E-02
  1041   0.817837E-01   0.137539E-02   0.940913E-03   0.611401E-02
  1042   0.811912E-01   0.137730E-02   0.939340E-03   0.608190E-02
  1043   0.806060E-01   0.137932E-02   0.937747E-03   0.605190E-02
  1044   0.800290E-01   0.138144E-02   0.936134E-03   0.602404E-02
  1045   0.794607E-01   0.138365E-02   0.934498E-03   0.599840E-02
  1046   0.789017E-01   0.138594E-02   0.932838E-03   0.597502E-02
  1047   0.783529E-01   0.138831E-02   0.931153E-03   0.595396E-02
  1048   0.778149E-01   0.139074E-02   0.929442E-03   0.593526E-02
  1049   0.772882E-01   0.139323E-02   0.927702E-03   0.591899E-02
  1050   0.767737E-01   0.139577E-02   0.925933E-03   0.590520E-02
  1051   0.762718E-01   0.139834E-02   0.924134E-03   0.589392E-02
  1052   0.757825E-01   0.140095E-02   0.922304E-03   0.588509E-02
  1053   0.753057E-01   0.140359E-02   0.920445E-03   0.587864E-02
  1054   0.748413E-01   0.140624E-02   0.918558E-03   0.587448E-02
  1055   0.743891E-01   0.140891E-02   0.916642E-03   0.587254E-02
  1056   0.739490E-01   0.141158E-02   0.914700E-03   0.587274E-02
  1057   0.735209E-01   0.141426E-02   0.912731E-03   0.587500E-02
  1058   0.731046E-01   0.141692E-02   0.910737E-03   0.587924E-02
  1059   0.727000E-01   0.141957E-02   0.908718E-03   0.588539E-02
  1060   0.723070E-01   0.142220E-02   0.906675E-03   0.589336E-02
  1061   0.719254E-01   0.142480E-02   0.904609E-03   0.590308E-02
  1062   0.715551E-01   0.142736E-02   0.902521E-03   0.591446E-02
  1063   0.711960E-01   0.142989E-02   0.900411E-03   0.592743E-02
  1064   0.708479E-01   0.143237E-02   0.898280E-03   0.594191E-02
  1065   0.705108E-01   0.143479E-02   0.896129E-03   0.595783E-02
  1066   0.701844E-01   0.143715E-02   0.893959E-03   0.597509E-02
  1067   0.698686E-01   0.143944E-02   0.891770E-03   0.599363E-02
  1068   0.695633E-01   0.144166E-02   0.889564E-03   0.601337E-02
  1069   0.692685E-01   0.144380E-02   0.887340E-03   0.603422E-02
  1070   0.689838E-01   0.144584E-02   0.885100E-03   0.605611E-02
  1071   0.687093E-01   0.144780E-02   0.882845E-03   0.607896E-02
  1072   0.684447E-01   0.144965E-02   0.880576E-03   0.610269E-02
  1073   0.681900E-01   0.145139E-02   0.878292E-03   0.612723E-02
  1074   0.679450E-01   0.145302E-02   0.875995E-03   0.615248E-02
  1075   0.677096E-01   0.145452E-02   0.873686E-03   0.617838E-02
  1076   0.674836E-01   0.145590E-02   0.871365E-03   0.620485E-02
  1077   0.672669E-01   0.145714E-02   0.869034E-03   0.623181E-02
  1078   0.670594E-01   0.145824E-02   0.866692E-03   0.625917E-02
  1079   0.668609E-01   0.145919E-02   0.864342E-03   0.628687E-02
  1080   0.666714E-01   0.145998E-02   0.861983E-03   0.631482E-02
  1081   0.664906E-01   0.146062E-02   0.859616E-03   0.634294E-02
  1082   0.663185E-01   0.146108E-02   0.857242E-03   0.637115E-02
  1083   0.661549E-01   0.146137E-02   0.854862E-03   0.639938E-02
  1084   0.659996E-01   0.146147E-02   0.852477E-03   0.642755E-02
  1085   0.658527E-01   0.146139E-02   0.850087E-03   0.645558E-02
  1086   0.657138E-01   0.146111E-02   0.847693E-03   0.648338E-02
  1087   0.655829E-01   0.146063E-02   0.845297E-03   0.651089E-02
  1088   0.654599E-01   0.145994E-02   0.842898E-03   0.653802E-02
  1089   0.653445E-01   0.145903E-02   0.840497E-03   0.656470E-02
  1090   0.652368E-01   0.145790E-02   0.838096E-03   0.659084E-02
  1091   0.651365E-01   0.145654E-02   0.835695E-03   0.661637E-02
  1092   0.650436E-01   0.145494E-02   0.833295E-03   0.664120E-02
  1093   0.649578E-01   0.145310E-02   0.830896E-03   0.666527E-02
  1094   0.648790E-01   0.145101E-02   0.828499E-03   0.668848E-02
  1095   0.648072E-01   0.144867E-02   0.826106E-03   0.671077E-02
  1096   0.647422E-01   0.144606E-02   0.823717E-03   0.673206E-02
  1097   0.646838E-01   0.144318E-02   0.821332E-03   0.675225E-02
  1098   0.646320E-01   0.144003E-02   0.818953E-03   0.677129E-02
  1099   0.645865E-01   0.143659E-02   0.816581E-03   0.678908E-02
  1100   0.645473E-01   0.143286E-02   0.814215E-03   0.680555E-02
  1101   0.645142E-01   0.142884E-02   0.811857E-03   0.682063E-02
  1102   0.644868E-01   0.142453E-02   0.809507E-03   0.683434E-02
  1103   0.644650E-01   0.141994E-02   0.807165E-03   0.684667E-02
  1104   0.644483E-01   0.141509E-02   0.804833E-03   0.685766E-02
  1105   0.644365E-01   0.140997E-02   0.802509E-03   0.686730E-02
  1106   0.644292E-01   0.140461E-02   0.800195E-03   0.687563E-02
  1107   0.644261E-01   0.139901E-02   0.797891E-03   0.688266E-02
  1108   0.644269E-01   0.139318E-02   0.795597E-03   0.688839E-02
  1109   0.644313E-01   0.138713E-02   0.793313E-03   0.689286E-02
  1110   0.644389E-01   0.138087E-02   0.791040E-03   0.689607E-02
  1111   0.644494E-01   0.137440E-02   0.788779E-03   0.689804E-02
  1112   0.644625E-01   0.136775E-02   0.786529E-03   0.689878E-02
  1113   0.644780E-01   0.136091E-02   0.784291E-03   0.689832E-02
  1114   0.644954E-01   0.135390E-02   0.782065E-03   0.689667E-02
  1115   0.645144E-01   0.134673E-02   0.779851E-03   0.689384E-02
  1116   0.645348E-01   0.133941E-02   0.777651E-03   0.688985E-02
  1117   0.645562E-01   0.133194E-02   0.775463E-03   0.688471E-02
  1118   0.645783E-01   0.132434E-02   0.773289E-03   0.687845E-02
  1119   0.646007E-01   0.131661E-02   0.771129E-03   0.687108E-02
  1120   0.646232E-01   0.130877E-02   0.768984E-03   0.686261E-02
  1121   0.646454E-01   0.130082E-02   0.766852E-03   0.685306E-02
  1122   0.646671E-01   0.129278E-02   0.764736E-03   0.684244E-02
  1123   0.646879E-01   0.128465E-02   0.762635E-03   0.683078E-02
  1124   0.647074E-01   0.127644E-02   0.760550E-03   0.681808E-02
  1125   0.647254E-01   0.126817E-02   0.758480E-03   0.680437E-02
  1126   0.647415E-01   0.125984E-02   0.756427E-03   0.678966E-02
  1127   0.647554E-01   0.125146E-02   0.754390E-03   0.677396E-02
  1128   0.647668E-01   0.124304E-02   0.752370E-03   0.675729E-02
  1129   0.647754E-01   0.123460E-02   0.750368E-03   0.673968E-02
  1130   0.647809E-01   0.122613E-02   0.748383E-03   0.672112E-02
  1131   0.647829E-01   0.121766E-02   0.746416E-03   0.670165E-02
  1132   0.647811E-01   0.120918E-02   0.744467E-03   0.668127E-02
  1133   0.647753E-01   0.120072E-02   0.742537E-03   0.666000E-02
  1134   0.647650E-01   0.119227E-02   0.740626E-03   0.663786E-02
  1135   0.647499E-01   0.118385E-02   0.738734E-03   0.661486E-02
  1136   0.647298E-01   0.117547E-02   0.736862E-03   0.659103E-02
  1137   0.647044E-01   0.116714E-02   0.735010E-03   0.656636E-02
  1138   0.646732E-01   0.115886E-02   0.733178E-03   0.654089E-02
  1139   0.646360E-01   0.115065E-02   0.731366E-03   0.651463E-02
  1140   0.645925E-01   0.114252E-02   0.729576E-03   0.648759E-02
  1141   0.645423E-01   0.113448E-02   0.727807E-03   0.645978E-02
  1142   0.644852E-01   0.112653E-02   0.726060E-03   0.643124E-02
  1143   0.644207E-01   0.111868E-02   0.724335E-03   0.640196E-02
  1144   0.643487E-01   0.111095E-02   0.722632E-03   0.637197E-02
  1145   0.642687E-01   0.110334E-02   0.720951E-03   0.634129E-02
  1146   0.641804E-01   0.109587E-02   0.719294E-03   0.630992E-02
  1147   0.640836E-01   0.108854E-02   0.717660E-03   0.627789E-02
  1148   0.639779E-01   0.108136E-02   0.716050E-03   0.624521E-02
  1149   0.638630E-01   0.107435E-02   0.714464E-03   0.621189E-02
  1150   0.637386E-01   0.106751E-02   0.712902E-03   0.617796E-02
  1151   0.636044E-01   0.106084E-02   0.711364E-03   0.614343E-02
  1152   0.634606E-01   0.105436E-02   0.709851E-03   0.610834E-02
  1153   0.633075E-01   0.104806E-02   0.708361E-03   0.607272E-02
  1154   0.631455E-01   0.104193E-02   0.706894E-03   0.603662E-02
  1155   0.629746E-01   0.103598E-02   0.705448E-03   0.600007E-02
  1156   0.627953E-01   0.103020E-02   0.704024E-03   0.596310E-02
  1157   0.626078E-01   0.102459E-02   0.702621E-03   0.592577E-02
  1158   0.624124E-01   0.101915E-02   0.701237E-03   0.588810E-02
  1159   0.622094E-01   0.101388E-02   0.699873E-03   0.585013E-02
  1160   0.619989E-01   0.100877E-02   0.698527E-03   0.581191E-02
  1161   0.617814E-01   0.100383E-02   0.697198E-03   0.577346E-02
  1162   0.615571E-01   0.999054E-03   0.695887E-03   0.573484E-02
  1163   0.613263E-01   0.994437E-03   0.694593E-03   0.569607E-02
  1164   0.610892E-01   0.989979E-03   0.693314E-03   0.565719E-02
  1165   0.608461E-01   0.985680E-03   0.692050E-03   0.561825E-02
  1166   0.605973E-01   0.981536E-03   0.690801E-03   0.557928E-02
  1167   0.603430E-01   0.977546E-03   0.689565E-03   0.554031E-02
  1168   0.600836E-01   0.973709E-03   0.688342E-03   0.550140E-02
  1169   0.598194E-01   0.970023E-03   0.687132E-03   0.546257E-02
  1170   0.595505E-01   0.966486E-03   0.685933E-03   0.542386E-02
  1171   0.592773E-01   0.963096E-03   0.684745E-03   0.538531E-02
  1172   0.590000E-01   0.959851E-03   0.683567E-03   0.534696E-02
  1173   0.587190E-01   0.956751E-03   0.682399E-03   0.530885E-02
  1174   0.584345E-01   0.953793E-03   0.681239E-03   0.527102E-02
  1175   0.581467E-01   0.950975E-03   0.680088E-03   0.523350E-02
  1176   0.578560E-01   0.948296E-03   0.678945E-03   0.519633E-02
  1177   0.575627E-01   0.945755E-03   0.677808E-03   0.515955E-02
  1178   0.572669E-01   0.943348E-03   0.676677E-03   0.512320E-02
  1179   0.569690E-01   0.941076E-03   0.675551E-03   0.508731E-02
  1180   0.566693E-01   0.938935E-03   0.674431E-03   0.505193E-02
  1181   0.563680E-01   0.936924E-03   0.673314E-03   0.501710E-02
  1182   0.560654E-01   0.935042E-03   0.672201E-03   0.498284E-02
  1183   0.557618E-01   0.933287E-03   0.671090E-03   0.494920E-02
  1184   0.554575E-01   0.931657E-03   0.669981E-03   0.491622E-02
  1185   0.551527E-01   0.930150E-03   0.668874E-03   0.488393E-02
  1186   0.548478E-01   0.928765E-03   0.667767E-03   0.485238E-02
  1187   0.545429E-01   0.927500E-03   0.666660E-03   0.482160E-02
  1188   0.542384E-01   0.926353E-03   0.665552E-03   0.479163E-02
  1189   0.539345E-01   0.925323E-03   0.664443E-03   0.476250E-02
  1190   0.536315E-01   0.924407E-03   0.663331E-03   0.473426E-02
  1191   0.533298E-01   0.923605E-03   0.662217E-03   0.470695E-02
  1192   0.530295E-01   0.922914E-03   0.661099E-03   0.468059E-02
  1193   0.527309E-01   0.922333E-03   0.659977E-03   0.465524E-02
  1194   0.524344E-01   0.921859E-03   0.658850E-03   0.463092E-02
  1195   0.521402E-01   0.921492E-03   0.657717E-03   0.460769E-02
  1196   0.518486E-01   0.921230E-03   0.656578E-03   0.458556E-02
  1197   0.515598E-01   0.921070E-03   0.655432E-03   0.456459E-02
  1198   0.512741E-01   0.921011E-03   0.654278E-03   0.454481E-02
  1199   0.509918E-01   0.921052E-03   0.653116E-03   0.452625E-02
  1200   0.507133E-01   0.921190E-03   0.651945E-03   0.450897E-02
  1201   0.504386E-01   0.921424E-03   0.650764E-03   0.449297E-02
  1202   0.501679E-01   0.921749E-03   0.649574E-03   0.447825E-02
  1203   0.499012E-01   0.922160E-03   0.648374E-03   0.446477E-02
  1204   0.496384E-01   0.922651E-03   0.647165E-03   0.445249E-02
  1205   0.493797E-01   0.923218E-03   0.645947E-03   0.444138E-02
  1206   0.491250E-01   0.923856E-03   0.644720E-03   0.443140E-02
  1207   0.488742E-01   0.924560E-03   0.643485E-03   0.442253E-02
  1208   0.486275E-01   0.925323E-03   0.642241E-03   0.441473E-02
  1209   0.483849E-01   0.926143E-03   0.640988E-03   0.440796E-02
  1210   0.481463E-01   0.927012E-03   0.639728E-03   0.440220E-02
  1211   0.479117E-01   0.927927E-03   0.638459E-03   0.439740E-02
  1212   0.476812E-01   0.928882E-03   0.637183E-03   0.439353E-02
  1213   0.474548E-01   0.929872E-03   0.635899E-03   0.439057E-02
  1214   0.472324E-01   0.930892E-03   0.634608E-03   0.438847E-02
  1215   0.470141E-01   0.931938E-03   0.633310E-03   0.438721E-02
  1216   0.468000E-01   0.933003E-03   0.632004E-03   0.438674E-02
  1217   0.465900E-01   0.934083E-03   0.630691E-03   0.438704E-02
  1218   0.463840E-01   0.935173E-03   0.629372E-03   0.438807E-02
  1219   0.461822E-01   0.936267E-03   0.628047E-03   0.438980E-02
  1220   0.459846E-01   0.937361E-03   0.626715E-03   0.439219E-02
  1221   0.457911E-01   0.938450E-03   0.625376E-03   0.439522E-02
  1222   0.456018E-01   0.939528E-03   0.624032E-03   0.439884E-02
  1223   0.454166E-01   0.940591E-03   0.622682E-03   0.440302E-02
  1224   0.452356E-01   0.941633E-03   0.621327E-03   0.440773E-02
  1225   0.450588E-01   0.942649E-03   0.619965E-03   0.441294E-02
  1226   0.448862E-01   0.943634E-03   0.618599E-03   0.441861E-02
  1227   0.447178E-01   0.944584E-03   0.617228E-03   0.442471E-02
  1228   0.445536E-01   0.945493E-03   0.615851E-03   0.443120E-02
  1229   0.443937E-01   0.946355E-03   0.614470E-03   0.443805E-02
  1230   0.442380E-01   0.947167E-03   0.613085E-03   0.444523E-02
  1231   0.440865E-01   0.947923E-03   0.611695E-03   0.445270E-02
  1232   0.439393E-01   0.948617E-03   0.610301E-03   0.446043E-02
  1233   0.437964E-01   0.949245E-03   0.608903E-03   0.446839E-02
  1234   0.436578E-01   0.949801E-03   0.607501E-03   0.447654E-02
  1235   0.435234E-01   0.950282E-03   0.606095E-03   0.448485E-02
  1236   0.433933E-01   0.950680E-03   0.604686E-03   0.449328E-02
  1237   0.432676E-01   0.950993E-03   0.603273E-03   0.450180E-02
  1238   0.431461E-01   0.951213E-03   0.601858E-03   0.451038E-02
  1239   0.430290E-01   0.951337E-03   0.600440E-03   0.451898E-02
  1240   0.429162E-01   0.951359E-03   0.599018E-03   0.452757E-02
  1241   0.428078E-01   0.951274E-03   0.597595E-03   0.453612E-02
  1242   0.427037E-01   0.951077E-03   0.596169E-03   0.454459E-02
  1243   0.426039E-01   0.950764E-03   0.594740E-03   0.455295E-02
  1244   0.425086E-01   0.950328E-03   0.593310E-03   0.456116E-02
  1245   0.424176E-01   0.949765E-03   0.591878E-03   0.456919E-02
  1246   0.423311E-01   0.949070E-03   0.590444E-03   0.457701E-02
  1247   0.422489E-01   0.948237E-03   0.589009E-03   0.458459E-02
  1248   0.421711E-01   0.947263E-03   0.587572E-03   0.459188E-02
  1249   0.420978E-01   0.946141E-03   0.586134E-03   0.459886E-02
  1250   0.420289E-01   0.944866E-03   0.584695E-03   0.460549E-02
  1251   0.419644E-01   0.943435E-03   0.583256E-03   0.461175E-02
  1252   0.419042E-01   0.941851E-03   0.581816E-03   0.461762E-02
  1253   0.418481E-01   0.940118E-03   0.580376E-03   0.462310E-02
  1254   0.417958E-01   0.938240E-03   0.578936E-03   0.462820E-02
  1255   0.417474E-01   0.936220E-03   0.577496E-03   0.463290E-02
  1256   0.417025E-01   0.934064E-03   0.576057E-03   0.463721E-02
  1257   0.416610E-01   0.931775E-03   0.574618E-03   0.464112E-02
  1258   0.416228E-01   0.929357E-03   0.573181E-03   0.464463E-02
  1259   0.415876E-01   0.926816E-03   0.571745E-03   0.464774E-02
  1260   0.415553E-01   0.924153E-03   0.570311E-03   0.465044E-02
  1261   0.415257E-01   0.921375E-03   0.568879E-03   0.465273E-02
  1262   0.414986E-01   0.918485E-03   0.567450E-03   0.465462E-02
  1263   0.414740E-01   0.915487E-03   0.566022E-03   0.465609E-02
  1264   0.414514E-01   0.912385E-03   0.564598E-03   0.465715E-02
