#    L    TT             EE             BB             TE             PP             TP             EP          
  3072   0.216390E+02   0.582284E+00   0.248582E-04  -0.850154E+00   0.949883E-09   0.130730E-06  -0.245289E-08
  3073   0.215672E+02   0.581800E+00   0.248216E-04  -0.839006E+00   0.949290E-09   0.131263E-06  -0.250017E-08
  3074   0.214951E+02   0.581386E+00   0.247850E-04  -0.828044E+00   0.948699E-09   0.131794E-06  -0.254690E-08
  3075   0.214229E+02   0.581042E+00   0.247486E-04  -0.817276E+00   0.948107E-09   0.132324E-06  -0.259310E-08
  3076   0.213505E+02   0.580766E+00   0.247121E-04  -0.806694E+00   0.947516E-09   0.132851E-06  -0.263876E-08
  3077   0.212778E+02   0.580555E+00   0.246758E-04  -0.796313E+00   0.946926E-09   0.133374E-06  -0.268387E-08
  3078   0.212050E+02   0.580411E+00   0.246395E-04  -0.786125E+00   0.946336E-09   0.133892E-06  -0.272843E-08
  3079   0.211321E+02   0.580332E+00   0.246033E-04  -0.776132E+00   0.945746E-09   0.134404E-06  -0.277245E-08
  3080   0.210590E+02   0.580317E+00   0.245671E-04  -0.766339E+00   0.945158E-09   0.134910E-06  -0.281591E-08
  3081   0.209858E+02   0.580363E+00   0.245311E-04  -0.756755E+00   0.944569E-09   0.135409E-06  -0.285882E-08
  3082   0.209125E+02   0.580471E+00   0.244950E-04  -0.747372E+00   0.943981E-09   0.135899E-06  -0.290117E-08
  3083   0.208390E+02   0.580639E+00   0.244591E-04  -0.738193E+00   0.943394E-09   0.136379E-06  -0.294297E-08
  3084   0.207655E+02   0.580866E+00   0.244232E-04  -0.729222E+00   0.942807E-09   0.136849E-06  -0.298420E-08
  3085   0.206919E+02   0.581151E+00   0.243874E-04  -0.720460E+00   0.942220E-09   0.137308E-06  -0.302487E-08
  3086   0.206182E+02   0.581492E+00   0.243517E-04  -0.711909E+00   0.941634E-09   0.137755E-06  -0.306497E-08
  3087   0.205445E+02   0.581889E+00   0.243160E-04  -0.703569E+00   0.941049E-09   0.138189E-06  -0.310451E-08
  3088   0.204707E+02   0.582340E+00   0.242805E-04  -0.695443E+00   0.940464E-09   0.138608E-06  -0.314348E-08
  3089   0.203970E+02   0.582845E+00   0.242450E-04  -0.687530E+00   0.939879E-09   0.139013E-06  -0.318187E-08
  3090   0.203232E+02   0.583400E+00   0.242095E-04  -0.679833E+00   0.939295E-09   0.139402E-06  -0.321969E-08
  3091   0.202495E+02   0.584007E+00   0.241742E-04  -0.672352E+00   0.938712E-09   0.139774E-06  -0.325693E-08
  3092   0.201758E+02   0.584663E+00   0.241389E-04  -0.665089E+00   0.938129E-09   0.140128E-06  -0.329360E-08
  3093   0.201022E+02   0.585368E+00   0.241037E-04  -0.658044E+00   0.937546E-09   0.140463E-06  -0.332968E-08
  3094   0.200286E+02   0.586119E+00   0.240686E-04  -0.651218E+00   0.936964E-09   0.140779E-06  -0.336518E-08
  3095   0.199551E+02   0.586916E+00   0.240336E-04  -0.644612E+00   0.936382E-09   0.141074E-06  -0.340009E-08
  3096   0.198817E+02   0.587757E+00   0.239986E-04  -0.638224E+00   0.935801E-09   0.141348E-06  -0.343441E-08
  3097   0.198083E+02   0.588642E+00   0.239637E-04  -0.632058E+00   0.935221E-09   0.141600E-06  -0.346814E-08
  3098   0.197351E+02   0.589567E+00   0.239290E-04  -0.626112E+00   0.934640E-09   0.141828E-06  -0.350128E-08
  3099   0.196620E+02   0.590534E+00   0.238943E-04  -0.620387E+00   0.934061E-09   0.142031E-06  -0.353383E-08
  3100   0.195890E+02   0.591538E+00   0.238596E-04  -0.614884E+00   0.933482E-09   0.142210E-06  -0.356577E-08
  3101   0.195162E+02   0.592581E+00   0.238251E-04  -0.609601E+00   0.932903E-09   0.142363E-06  -0.359712E-08
  3102   0.194435E+02   0.593661E+00   0.237907E-04  -0.604539E+00   0.932325E-09   0.142490E-06  -0.362787E-08
  3103   0.193711E+02   0.594774E+00   0.237563E-04  -0.599698E+00   0.931747E-09   0.142593E-06  -0.365802E-08
  3104   0.192987E+02   0.595922E+00   0.237220E-04  -0.595078E+00   0.931170E-09   0.142673E-06  -0.368757E-08
  3105   0.192266E+02   0.597103E+00   0.236878E-04  -0.590679E+00   0.930593E-09   0.142730E-06  -0.371652E-08
  3106   0.191548E+02   0.598314E+00   0.236537E-04  -0.586500E+00   0.930017E-09   0.142765E-06  -0.374488E-08
  3107   0.190831E+02   0.599555E+00   0.236197E-04  -0.582540E+00   0.929441E-09   0.142780E-06  -0.377265E-08
  3108   0.190117E+02   0.600823E+00   0.235857E-04  -0.578800E+00   0.928866E-09   0.142775E-06  -0.379982E-08
  3109   0.189405E+02   0.602119E+00   0.235519E-04  -0.575280E+00   0.928291E-09   0.142751E-06  -0.382639E-08
  3110   0.188696E+02   0.603440E+00   0.235181E-04  -0.571977E+00   0.927716E-09   0.142709E-06  -0.385237E-08
  3111   0.187989E+02   0.604786E+00   0.234843E-04  -0.568893E+00   0.927142E-09   0.142650E-06  -0.387776E-08
  3112   0.187285E+02   0.606153E+00   0.234507E-04  -0.566026E+00   0.926569E-09   0.142575E-06  -0.390256E-08
  3113   0.186585E+02   0.607543E+00   0.234171E-04  -0.563375E+00   0.925996E-09   0.142484E-06  -0.392677E-08
  3114   0.185887E+02   0.608952E+00   0.233836E-04  -0.560939E+00   0.925424E-09   0.142379E-06  -0.395039E-08
  3115   0.185192E+02   0.610380E+00   0.233502E-04  -0.558718E+00   0.924852E-09   0.142260E-06  -0.397342E-08
  3116   0.184501E+02   0.611826E+00   0.233168E-04  -0.556708E+00   0.924280E-09   0.142129E-06  -0.399587E-08
  3117   0.183813E+02   0.613287E+00   0.232836E-04  -0.554910E+00   0.923709E-09   0.141986E-06  -0.401772E-08
  3118   0.183128E+02   0.614763E+00   0.232504E-04  -0.553322E+00   0.923138E-09   0.141833E-06  -0.403899E-08
  3119   0.182448E+02   0.616253E+00   0.232172E-04  -0.551943E+00   0.922568E-09   0.141669E-06  -0.405967E-08
  3120   0.181770E+02   0.617755E+00   0.231841E-04  -0.550772E+00   0.921999E-09   0.141497E-06  -0.407977E-08
  3121   0.181097E+02   0.619268E+00   0.231511E-04  -0.549807E+00   0.921430E-09   0.141316E-06  -0.409929E-08
  3122   0.180428E+02   0.620790E+00   0.231182E-04  -0.549045E+00   0.920861E-09   0.141128E-06  -0.411822E-08
  3123   0.179763E+02   0.622321E+00   0.230853E-04  -0.548486E+00   0.920293E-09   0.140934E-06  -0.413657E-08
  3124   0.179102E+02   0.623857E+00   0.230525E-04  -0.548127E+00   0.919725E-09   0.140734E-06  -0.415433E-08
  3125   0.178445E+02   0.625400E+00   0.230197E-04  -0.547968E+00   0.919158E-09   0.140530E-06  -0.417152E-08
  3126   0.177792E+02   0.626948E+00   0.229870E-04  -0.548006E+00   0.918591E-09   0.140322E-06  -0.418813E-08
  3127   0.177144E+02   0.628498E+00   0.229544E-04  -0.548238E+00   0.918025E-09   0.140112E-06  -0.420416E-08
  3128   0.176500E+02   0.630050E+00   0.229218E-04  -0.548664E+00   0.917459E-09   0.139900E-06  -0.421960E-08
  3129   0.175861E+02   0.631602E+00   0.228893E-04  -0.549281E+00   0.916893E-09   0.139687E-06  -0.423448E-08
  3130   0.175226E+02   0.633154E+00   0.228569E-04  -0.550086E+00   0.916328E-09   0.139474E-06  -0.424877E-08
  3131   0.174596E+02   0.634704E+00   0.228245E-04  -0.551076E+00   0.915764E-09   0.139262E-06  -0.426249E-08
  3132   0.173971E+02   0.636251E+00   0.227921E-04  -0.552251E+00   0.915200E-09   0.139052E-06  -0.427563E-08
  3133   0.173351E+02   0.637793E+00   0.227598E-04  -0.553607E+00   0.914636E-09   0.138844E-06  -0.428820E-08
  3134   0.172736E+02   0.639330E+00   0.227276E-04  -0.555142E+00   0.914073E-09   0.138640E-06  -0.430020E-08
  3135   0.172125E+02   0.640860E+00   0.226954E-04  -0.556854E+00   0.913511E-09   0.138441E-06  -0.431162E-08
  3136   0.171520E+02   0.642382E+00   0.226633E-04  -0.558739E+00   0.912948E-09   0.138247E-06  -0.432247E-08
  3137   0.170920E+02   0.643895E+00   0.226312E-04  -0.560795E+00   0.912387E-09   0.138059E-06  -0.433275E-08
  3138   0.170325E+02   0.645397E+00   0.225992E-04  -0.563020E+00   0.911825E-09   0.137879E-06  -0.434246E-08
  3139   0.169736E+02   0.646888E+00   0.225672E-04  -0.565412E+00   0.911265E-09   0.137707E-06  -0.435159E-08
  3140   0.169152E+02   0.648365E+00   0.225353E-04  -0.567966E+00   0.910704E-09   0.137544E-06  -0.436016E-08
  3141   0.168573E+02   0.649829E+00   0.225034E-04  -0.570681E+00   0.910145E-09   0.137390E-06  -0.436817E-08
  3142   0.167999E+02   0.651278E+00   0.224716E-04  -0.573553E+00   0.909585E-09   0.137248E-06  -0.437560E-08
  3143   0.167431E+02   0.652711E+00   0.224398E-04  -0.576581E+00   0.909026E-09   0.137117E-06  -0.438247E-08
  3144   0.166869E+02   0.654127E+00   0.224080E-04  -0.579759E+00   0.908468E-09   0.136999E-06  -0.438877E-08
  3145   0.166313E+02   0.655525E+00   0.223763E-04  -0.583086E+00   0.907910E-09   0.136895E-06  -0.439451E-08
  3146   0.165762E+02   0.656903E+00   0.223447E-04  -0.586558E+00   0.907352E-09   0.136805E-06  -0.439968E-08
  3147   0.165217E+02   0.658262E+00   0.223131E-04  -0.590173E+00   0.906795E-09   0.136730E-06  -0.440429E-08
  3148   0.164678E+02   0.659600E+00   0.222815E-04  -0.593927E+00   0.906238E-09   0.136672E-06  -0.440834E-08
  3149   0.164144E+02   0.660916E+00   0.222499E-04  -0.597818E+00   0.905682E-09   0.136631E-06  -0.441183E-08
  3150   0.163617E+02   0.662208E+00   0.222184E-04  -0.601840E+00   0.905126E-09   0.136608E-06  -0.441475E-08
  3151   0.163095E+02   0.663477E+00   0.221870E-04  -0.605992E+00   0.904571E-09   0.136603E-06  -0.441712E-08
  3152   0.162580E+02   0.664720E+00   0.221555E-04  -0.610270E+00   0.904016E-09   0.136617E-06  -0.441893E-08
  3153   0.162070E+02   0.665938E+00   0.221241E-04  -0.614671E+00   0.903462E-09   0.136648E-06  -0.442019E-08
  3154   0.161566E+02   0.667128E+00   0.220928E-04  -0.619192E+00   0.902908E-09   0.136696E-06  -0.442090E-08
  3155   0.161068E+02   0.668290E+00   0.220614E-04  -0.623829E+00   0.902354E-09   0.136761E-06  -0.442106E-08
  3156   0.160577E+02   0.669424E+00   0.220301E-04  -0.628578E+00   0.901801E-09   0.136840E-06  -0.442068E-08
  3157   0.160090E+02   0.670528E+00   0.219989E-04  -0.633438E+00   0.901249E-09   0.136934E-06  -0.441976E-08
  3158   0.159611E+02   0.671601E+00   0.219676E-04  -0.638402E+00   0.900697E-09   0.137042E-06  -0.441831E-08
  3159   0.159138E+02   0.672643E+00   0.219364E-04  -0.643470E+00   0.900145E-09   0.137164E-06  -0.441632E-08
  3160   0.158670E+02   0.673652E+00   0.219052E-04  -0.648637E+00   0.899594E-09   0.137297E-06  -0.441381E-08
  3161   0.158209E+02   0.674628E+00   0.218740E-04  -0.653899E+00   0.899043E-09   0.137443E-06  -0.441078E-08
  3162   0.157754E+02   0.675570E+00   0.218429E-04  -0.659253E+00   0.898493E-09   0.137599E-06  -0.440723E-08
  3163   0.157305E+02   0.676478E+00   0.218117E-04  -0.664696E+00   0.897943E-09   0.137766E-06  -0.440316E-08
  3164   0.156862E+02   0.677349E+00   0.217806E-04  -0.670224E+00   0.897393E-09   0.137942E-06  -0.439857E-08
  3165   0.156426E+02   0.678186E+00   0.217495E-04  -0.675833E+00   0.896844E-09   0.138127E-06  -0.439348E-08
  3166   0.155996E+02   0.678985E+00   0.217185E-04  -0.681521E+00   0.896296E-09   0.138320E-06  -0.438788E-08
  3167   0.155571E+02   0.679746E+00   0.216874E-04  -0.687284E+00   0.895748E-09   0.138521E-06  -0.438179E-08
  3168   0.155154E+02   0.680469E+00   0.216563E-04  -0.693117E+00   0.895200E-09   0.138728E-06  -0.437519E-08
  3169   0.154741E+02   0.681154E+00   0.216253E-04  -0.699018E+00   0.894653E-09   0.138941E-06  -0.436810E-08
  3170   0.154336E+02   0.681799E+00   0.215942E-04  -0.704983E+00   0.894106E-09   0.139160E-06  -0.436051E-08
  3171   0.153936E+02   0.682403E+00   0.215632E-04  -0.711008E+00   0.893560E-09   0.139383E-06  -0.435245E-08
  3172   0.153543E+02   0.682967E+00   0.215322E-04  -0.717089E+00   0.893014E-09   0.139609E-06  -0.434389E-08
  3173   0.153156E+02   0.683489E+00   0.215012E-04  -0.723225E+00   0.892469E-09   0.139839E-06  -0.433486E-08
  3174   0.152774E+02   0.683970E+00   0.214702E-04  -0.729409E+00   0.891924E-09   0.140071E-06  -0.432535E-08
  3175   0.152399E+02   0.684406E+00   0.214392E-04  -0.735639E+00   0.891379E-09   0.140304E-06  -0.431537E-08
  3176   0.152030E+02   0.684800E+00   0.214082E-04  -0.741912E+00   0.890835E-09   0.140539E-06  -0.430492E-08
  3177   0.151667E+02   0.685151E+00   0.213771E-04  -0.748223E+00   0.890291E-09   0.140774E-06  -0.429400E-08
  3178   0.151310E+02   0.685458E+00   0.213461E-04  -0.754569E+00   0.889748E-09   0.141008E-06  -0.428263E-08
  3179   0.150958E+02   0.685722E+00   0.213151E-04  -0.760952E+00   0.889206E-09   0.141240E-06  -0.427079E-08
  3180   0.150613E+02   0.685941E+00   0.212841E-04  -0.767357E+00   0.888663E-09   0.141471E-06  -0.425850E-08
  3181   0.150274E+02   0.686116E+00   0.212531E-04  -0.773790E+00   0.888121E-09   0.141699E-06  -0.424576E-08
  3182   0.149941E+02   0.686246E+00   0.212220E-04  -0.780237E+00   0.887580E-09   0.141924E-06  -0.423258E-08
  3183   0.149613E+02   0.686332E+00   0.211910E-04  -0.786714E+00   0.887039E-09   0.142144E-06  -0.421895E-08
  3184   0.149292E+02   0.686372E+00   0.211599E-04  -0.793197E+00   0.886498E-09   0.142360E-06  -0.420488E-08
  3185   0.148976E+02   0.686366E+00   0.211289E-04  -0.799687E+00   0.885958E-09   0.142569E-06  -0.419037E-08
  3186   0.148666E+02   0.686315E+00   0.210978E-04  -0.806190E+00   0.885418E-09   0.142773E-06  -0.417543E-08
  3187   0.148362E+02   0.686217E+00   0.210667E-04  -0.812693E+00   0.884879E-09   0.142969E-06  -0.416006E-08
  3188   0.148063E+02   0.686073E+00   0.210356E-04  -0.819196E+00   0.884340E-09   0.143158E-06  -0.414427E-08
  3189   0.147770E+02   0.685881E+00   0.210044E-04  -0.825697E+00   0.883802E-09   0.143338E-06  -0.412806E-08
  3190   0.147483E+02   0.685643E+00   0.209733E-04  -0.832191E+00   0.883264E-09   0.143508E-06  -0.411143E-08
  3191   0.147201E+02   0.685357E+00   0.209421E-04  -0.838676E+00   0.882727E-09   0.143669E-06  -0.409438E-08
  3192   0.146924E+02   0.685025E+00   0.209109E-04  -0.845145E+00   0.882189E-09   0.143819E-06  -0.407692E-08
  3193   0.146653E+02   0.684645E+00   0.208797E-04  -0.851599E+00   0.881653E-09   0.143958E-06  -0.405906E-08
  3194   0.146387E+02   0.684218E+00   0.208484E-04  -0.858030E+00   0.881116E-09   0.144084E-06  -0.404079E-08
  3195   0.146127E+02   0.683744E+00   0.208172E-04  -0.864438E+00   0.880581E-09   0.144198E-06  -0.402213E-08
  3196   0.145871E+02   0.683222E+00   0.207859E-04  -0.870815E+00   0.880045E-09   0.144298E-06  -0.400306E-08
  3197   0.145621E+02   0.682653E+00   0.207545E-04  -0.877170E+00   0.879511E-09   0.144384E-06  -0.398361E-08
  3198   0.145376E+02   0.682036E+00   0.207232E-04  -0.883486E+00   0.878976E-09   0.144454E-06  -0.396377E-08
  3199   0.145136E+02   0.681372E+00   0.206918E-04  -0.889764E+00   0.878442E-09   0.144509E-06  -0.394354E-08
  3200   0.144901E+02   0.680659E+00   0.206603E-04  -0.896005E+00   0.877908E-09   0.144547E-06  -0.392293E-08
  3201   0.144671E+02   0.679900E+00   0.206289E-04  -0.902200E+00   0.877375E-09   0.144569E-06  -0.390194E-08
  3202   0.144446E+02   0.679092E+00   0.205974E-04  -0.908350E+00   0.876842E-09   0.144574E-06  -0.388058E-08
  3203   0.144225E+02   0.678236E+00   0.205658E-04  -0.914447E+00   0.876310E-09   0.144562E-06  -0.385885E-08
  3204   0.144009E+02   0.677333E+00   0.205343E-04  -0.920492E+00   0.875778E-09   0.144535E-06  -0.383676E-08
  3205   0.143797E+02   0.676382E+00   0.205027E-04  -0.926483E+00   0.875247E-09   0.144493E-06  -0.381430E-08
  3206   0.143590E+02   0.675385E+00   0.204711E-04  -0.932415E+00   0.874716E-09   0.144436E-06  -0.379149E-08
  3207   0.143388E+02   0.674340E+00   0.204394E-04  -0.938279E+00   0.874185E-09   0.144366E-06  -0.376833E-08
  3208   0.143190E+02   0.673249E+00   0.204078E-04  -0.944083E+00   0.873655E-09   0.144281E-06  -0.374482E-08
  3209   0.142996E+02   0.672111E+00   0.203761E-04  -0.949827E+00   0.873125E-09   0.144184E-06  -0.372097E-08
  3210   0.142807E+02   0.670928E+00   0.203445E-04  -0.955488E+00   0.872596E-09   0.144075E-06  -0.369678E-08
  3211   0.142621E+02   0.669698E+00   0.203128E-04  -0.961082E+00   0.872067E-09   0.143953E-06  -0.367226E-08
  3212   0.142440E+02   0.668424E+00   0.202811E-04  -0.966601E+00   0.871538E-09   0.143821E-06  -0.364741E-08
  3213   0.142263E+02   0.667103E+00   0.202494E-04  -0.972045E+00   0.871010E-09   0.143677E-06  -0.362223E-08
  3214   0.142090E+02   0.665738E+00   0.202177E-04  -0.977407E+00   0.870482E-09   0.143524E-06  -0.359673E-08
  3215   0.141920E+02   0.664326E+00   0.201860E-04  -0.982679E+00   0.869955E-09   0.143360E-06  -0.357092E-08
  3216   0.141754E+02   0.662870E+00   0.201543E-04  -0.987876E+00   0.869428E-09   0.143187E-06  -0.354479E-08
  3217   0.141592E+02   0.661370E+00   0.201226E-04  -0.992976E+00   0.868902E-09   0.143006E-06  -0.351836E-08
  3218   0.141433E+02   0.659825E+00   0.200909E-04  -0.997986E+00   0.868376E-09   0.142817E-06  -0.349162E-08
  3219   0.141278E+02   0.658236E+00   0.200592E-04  -0.100290E+01   0.867851E-09   0.142620E-06  -0.346459E-08
  3220   0.141127E+02   0.656603E+00   0.200275E-04  -0.100772E+01   0.867325E-09   0.142416E-06  -0.343726E-08
  3221   0.140978E+02   0.654929E+00   0.199959E-04  -0.101245E+01   0.866801E-09   0.142205E-06  -0.340964E-08
  3222   0.140832E+02   0.653210E+00   0.199642E-04  -0.101707E+01   0.866277E-09   0.141989E-06  -0.338174E-08
  3223   0.140690E+02   0.651450E+00   0.199326E-04  -0.102159E+01   0.865753E-09   0.141767E-06  -0.335355E-08
  3224   0.140552E+02   0.649648E+00   0.199010E-04  -0.102601E+01   0.865229E-09   0.141540E-06  -0.332509E-08
  3225   0.140415E+02   0.647805E+00   0.198695E-04  -0.103032E+01   0.864706E-09   0.141309E-06  -0.329635E-08
  3226   0.140282E+02   0.645922E+00   0.198379E-04  -0.103453E+01   0.864183E-09   0.141074E-06  -0.326735E-08
  3227   0.140151E+02   0.643997E+00   0.198064E-04  -0.103862E+01   0.863661E-09   0.140836E-06  -0.323809E-08
  3228   0.140023E+02   0.642033E+00   0.197749E-04  -0.104260E+01   0.863140E-09   0.140595E-06  -0.320856E-08
  3229   0.139898E+02   0.640029E+00   0.197435E-04  -0.104647E+01   0.862618E-09   0.140351E-06  -0.317878E-08
  3230   0.139775E+02   0.637986E+00   0.197121E-04  -0.105022E+01   0.862097E-09   0.140106E-06  -0.314875E-08
  3231   0.139654E+02   0.635906E+00   0.196807E-04  -0.105386E+01   0.861577E-09   0.139860E-06  -0.311848E-08
  3232   0.139537E+02   0.633787E+00   0.196494E-04  -0.105737E+01   0.861056E-09   0.139613E-06  -0.308796E-08
  3233   0.139420E+02   0.631631E+00   0.196181E-04  -0.106076E+01   0.860537E-09   0.139366E-06  -0.305721E-08
  3234   0.139306E+02   0.629439E+00   0.195869E-04  -0.106404E+01   0.860018E-09   0.139120E-06  -0.302622E-08
  3235   0.139194E+02   0.627211E+00   0.195557E-04  -0.106720E+01   0.859499E-09   0.138875E-06  -0.299501E-08
  3236   0.139084E+02   0.624949E+00   0.195245E-04  -0.107022E+01   0.858980E-09   0.138631E-06  -0.296357E-08
  3237   0.138976E+02   0.622652E+00   0.194935E-04  -0.107312E+01   0.858462E-09   0.138389E-06  -0.293191E-08
  3238   0.138869E+02   0.620322E+00   0.194624E-04  -0.107590E+01   0.857945E-09   0.138150E-06  -0.290004E-08
  3239   0.138764E+02   0.617959E+00   0.194315E-04  -0.107855E+01   0.857427E-09   0.137914E-06  -0.286795E-08
  3240   0.138661E+02   0.615564E+00   0.194006E-04  -0.108106E+01   0.856911E-09   0.137681E-06  -0.283566E-08
  3241   0.138559E+02   0.613138E+00   0.193698E-04  -0.108346E+01   0.856394E-09   0.137453E-06  -0.280317E-08
  3242   0.138459E+02   0.610681E+00   0.193390E-04  -0.108571E+01   0.855878E-09   0.137230E-06  -0.277048E-08
  3243   0.138359E+02   0.608194E+00   0.193083E-04  -0.108784E+01   0.855363E-09   0.137011E-06  -0.273760E-08
  3244   0.138262E+02   0.605676E+00   0.192777E-04  -0.108983E+01   0.854847E-09   0.136799E-06  -0.270453E-08
  3245   0.138165E+02   0.603131E+00   0.192471E-04  -0.109169E+01   0.854333E-09   0.136593E-06  -0.267127E-08
