#    L    TT             EE             BB             TE          
  1110   0.123031E+04   0.176991E+02   0.994701E-01  -0.637427E+02
  1111   0.123150E+04   0.175035E+02   0.995002E-01  -0.630261E+02
  1112   0.123261E+04   0.173116E+02   0.995297E-01  -0.622974E+02
  1113   0.123365E+04   0.171237E+02   0.995586E-01  -0.615569E+02
  1114   0.123462E+04   0.169397E+02   0.995868E-01  -0.608051E+02
  1115   0.123553E+04   0.167596E+02   0.996143E-01  -0.600423E+02
  1116   0.123636E+04   0.165837E+02   0.996411E-01  -0.592689E+02
  1117   0.123711E+04   0.164117E+02   0.996673E-01  -0.584853E+02
  1118   0.123780E+04   0.162440E+02   0.996926E-01  -0.576919E+02
  1119   0.123841E+04   0.160804E+02   0.997173E-01  -0.568891E+02
  1120   0.123894E+04   0.159210E+02   0.997412E-01  -0.560772E+02
  1121   0.123940E+04   0.157659E+02   0.997643E-01  -0.552568E+02
  1122   0.123979E+04   0.156152E+02   0.997865E-01  -0.544280E+02
  1123   0.124009E+04   0.154687E+02   0.998080E-01  -0.535914E+02
  1124   0.124033E+04   0.153268E+02   0.998287E-01  -0.527474E+02
  1125   0.124048E+04   0.151892E+02   0.998484E-01  -0.518963E+02
  1126   0.124054E+04   0.150561E+02   0.998674E-01  -0.510386E+02
  1127   0.124054E+04   0.149275E+02   0.998854E-01  -0.501747E+02
  1128   0.124046E+04   0.148035E+02   0.999026E-01  -0.493052E+02
  1129   0.124029E+04   0.146840E+02   0.999188E-01  -0.484303E+02
  1130   0.124005E+04   0.145692E+02   0.999341E-01  -0.475507E+02
  1131   0.123973E+04   0.144590E+02   0.999485E-01  -0.466666E+02
  1132   0.123934E+04   0.143535E+02   0.999619E-01  -0.457785E+02
  1133   0.123886E+04   0.142526E+02   0.999744E-01  -0.448869E+02
  1134   0.123830E+04   0.141565E+02   0.999859E-01  -0.439920E+02
  1135   0.123767E+04   0.140650E+02   0.999964E-01  -0.430944E+02
  1136   0.123695E+04   0.139783E+02   0.100006E+00  -0.421943E+02
  1137   0.123616E+04   0.138964E+02   0.100014E+00  -0.412922E+02
  1138   0.123528E+04   0.138191E+02   0.100022E+00  -0.403885E+02
  1139   0.123433E+04   0.137467E+02   0.100028E+00  -0.394836E+02
  1140   0.123330E+04   0.136790E+02   0.100034E+00  -0.385779E+02
  1141   0.123219E+04   0.136161E+02   0.100038E+00  -0.376719E+02
  1142   0.123099E+04   0.135579E+02   0.100041E+00  -0.367660E+02
  1143   0.122972E+04   0.135046E+02   0.100043E+00  -0.358604E+02
  1144   0.122837E+04   0.134560E+02   0.100045E+00  -0.349558E+02
  1145   0.122694E+04   0.134122E+02   0.100045E+00  -0.340525E+02
  1146   0.122544E+04   0.133732E+02   0.100043E+00  -0.331508E+02
  1147   0.122385E+04   0.133390E+02   0.100041E+00  -0.322512E+02
  1148   0.122219E+04   0.133095E+02   0.100038E+00  -0.313541E+02
  1149   0.122045E+04   0.132848E+02   0.100034E+00  -0.304598E+02
  1150   0.121863E+04   0.132647E+02   0.100028E+00  -0.295687E+02
  1151   0.121674E+04   0.132494E+02   0.100021E+00  -0.286813E+02
  1152   0.121477E+04   0.132388E+02   0.100014E+00  -0.277978E+02
  1153   0.121273E+04   0.132329E+02   0.100005E+00  -0.269187E+02
  1154   0.121061E+04   0.132317E+02   0.999946E-01  -0.260444E+02
  1155   0.120842E+04   0.132351E+02   0.999834E-01  -0.251752E+02
  1156   0.120616E+04   0.132431E+02   0.999710E-01  -0.243115E+02
  1157   0.120382E+04   0.132557E+02   0.999575E-01  -0.234536E+02
  1158   0.120142E+04   0.132729E+02   0.999428E-01  -0.226021E+02
  1159   0.119894E+04   0.132945E+02   0.999270E-01  -0.217572E+02
  1160   0.119640E+04   0.133208E+02   0.999100E-01  -0.209192E+02
  1161   0.119378E+04   0.133514E+02   0.998918E-01  -0.200885E+02
  1162   0.119111E+04   0.133865E+02   0.998725E-01  -0.192655E+02
  1163   0.118836E+04   0.134260E+02   0.998520E-01  -0.184504E+02
  1164   0.118555E+04   0.134699E+02   0.998304E-01  -0.176436E+02
  1165   0.118268E+04   0.135181E+02   0.998076E-01  -0.168455E+02
  1166   0.117974E+04   0.135705E+02   0.997837E-01  -0.160563E+02
  1167   0.117673E+04   0.136272E+02   0.997585E-01  -0.152763E+02
  1168   0.117367E+04   0.136881E+02   0.997323E-01  -0.145060E+02
  1169   0.117054E+04   0.137532E+02   0.997048E-01  -0.137454E+02
  1170   0.116736E+04   0.138222E+02   0.996763E-01  -0.129951E+02
  1171   0.116412E+04   0.138954E+02   0.996465E-01  -0.122553E+02
  1172   0.116082E+04   0.139726E+02   0.996157E-01  -0.115262E+02
  1173   0.115746E+04   0.140537E+02   0.995837E-01  -0.108082E+02
  1174   0.115405E+04   0.141387E+02   0.995505E-01  -0.101016E+02
  1175   0.115059E+04   0.142276E+02   0.995162E-01  -0.940654E+01
  1176   0.114707E+04   0.143202E+02   0.994808E-01  -0.872338E+01
  1177   0.114350E+04   0.144165E+02   0.994443E-01  -0.805233E+01
  1178   0.113988E+04   0.145165E+02   0.994067E-01  -0.739368E+01
  1179   0.113621E+04   0.146201E+02   0.993680E-01  -0.674765E+01
  1180   0.113250E+04   0.147272E+02   0.993281E-01  -0.611452E+01
  1181   0.112873E+04   0.148378E+02   0.992872E-01  -0.549450E+01
  1182   0.112493E+04   0.149518E+02   0.992452E-01  -0.488783E+01
  1183   0.112108E+04   0.150692E+02   0.992021E-01  -0.429473E+01
  1184   0.111718E+04   0.151898E+02   0.991579E-01  -0.371542E+01
  1185   0.111324E+04   0.153136E+02   0.991127E-01  -0.315013E+01
  1186   0.110927E+04   0.154406E+02   0.990664E-01  -0.259908E+01
  1187   0.110525E+04   0.155706E+02   0.990191E-01  -0.206247E+01
  1188   0.110120E+04   0.157036E+02   0.989707E-01  -0.154047E+01
  1189   0.109711E+04   0.158396E+02   0.989214E-01  -0.103327E+01
  1190   0.109298E+04   0.159784E+02   0.988710E-01  -0.541026E+00
  1191   0.108882E+04   0.161199E+02   0.988196E-01  -0.638903E-01
  1192   0.108463E+04   0.162641E+02   0.987673E-01   0.397968E+00
  1193   0.108040E+04   0.164110E+02   0.987139E-01   0.844399E+00
  1194   0.107616E+04   0.165604E+02   0.986596E-01   0.127524E+01
  1195   0.107188E+04   0.167122E+02   0.986044E-01   0.169037E+01
  1196   0.106757E+04   0.168664E+02   0.985482E-01   0.208967E+01
  1197   0.106324E+04   0.170230E+02   0.984910E-01   0.247301E+01
  1198   0.105890E+04   0.171817E+02   0.984330E-01   0.284030E+01
  1199   0.105452E+04   0.173426E+02   0.983741E-01   0.319135E+01
  1200   0.105013E+04   0.175055E+02   0.983142E-01   0.352616E+01
  1201   0.104572E+04   0.176704E+02   0.982535E-01   0.384451E+01
  1202   0.104129E+04   0.178372E+02   0.981920E-01   0.414646E+01
  1203   0.103684E+04   0.180058E+02   0.981296E-01   0.443183E+01
  1204   0.103238E+04   0.181762E+02   0.980664E-01   0.470064E+01
  1205   0.102791E+04   0.183481E+02   0.980023E-01   0.495276E+01
  1206   0.102342E+04   0.185216E+02   0.979375E-01   0.518821E+01
  1207   0.101893E+04   0.186965E+02   0.978719E-01   0.540693E+01
  1208   0.101443E+04   0.188729E+02   0.978055E-01   0.560883E+01
  1209   0.100992E+04   0.190506E+02   0.977383E-01   0.579395E+01
  1210   0.100540E+04   0.192295E+02   0.976705E-01   0.596221E+01
  1211   0.100088E+04   0.194094E+02   0.976019E-01   0.611370E+01
  1212   0.996362E+03   0.195905E+02   0.975326E-01   0.624839E+01
  1213   0.991838E+03   0.197725E+02   0.974626E-01   0.636624E+01
  1214   0.987315E+03   0.199554E+02   0.973920E-01   0.646726E+01
  1215   0.982800E+03   0.201390E+02   0.973207E-01   0.655150E+01
  1216   0.978281E+03   0.203234E+02   0.972488E-01   0.661894E+01
  1217   0.973770E+03   0.205083E+02   0.971763E-01   0.666965E+01
  1218   0.969266E+03   0.206938E+02   0.971031E-01   0.670362E+01
  1219   0.964770E+03   0.208797E+02   0.970294E-01   0.672085E+01
  1220   0.960278E+03   0.210659E+02   0.969551E-01   0.672149E+01
  1221   0.955804E+03   0.212524E+02   0.968803E-01   0.670542E+01
  1222   0.951334E+03   0.214390E+02   0.968050E-01   0.667280E+01
  1223   0.946883E+03   0.216258E+02   0.967292E-01   0.662373E+01
  1224   0.942441E+03   0.218125E+02   0.966528E-01   0.655821E+01
  1225   0.938019E+03   0.219991E+02   0.965760E-01   0.647648E+01
  1226   0.933612E+03   0.221856E+02   0.964988E-01   0.637857E+01
  1227   0.929225E+03   0.223717E+02   0.964211E-01   0.626456E+01
  1228   0.924859E+03   0.225576E+02   0.963430E-01   0.613467E+01
  1229   0.920518E+03   0.227431E+02   0.962645E-01   0.598895E+01
  1230   0.916198E+03   0.229281E+02   0.961857E-01   0.582752E+01
  1231   0.911900E+03   0.231124E+02   0.961065E-01   0.565046E+01
  1232   0.907627E+03   0.232962E+02   0.960269E-01   0.545802E+01
  1233   0.903387E+03   0.234791E+02   0.959470E-01   0.525019E+01
  1234   0.899168E+03   0.236612E+02   0.958669E-01   0.502719E+01
  1235   0.894982E+03   0.238424E+02   0.957864E-01   0.478907E+01
  1236   0.890823E+03   0.240226E+02   0.957057E-01   0.453603E+01
  1237   0.886696E+03   0.242017E+02   0.956248E-01   0.426819E+01
  1238   0.882602E+03   0.243796E+02   0.955436E-01   0.398576E+01
  1239   0.878542E+03   0.245562E+02   0.954623E-01   0.368888E+01
  1240   0.874514E+03   0.247316E+02   0.953807E-01   0.337775E+01
  1241   0.870525E+03   0.249055E+02   0.952990E-01   0.305255E+01
  1242   0.866575E+03   0.250780E+02   0.952172E-01   0.271349E+01
  1243   0.862658E+03   0.252488E+02   0.951352E-01   0.236071E+01
  1244   0.858781E+03   0.254181E+02   0.950531E-01   0.199437E+01
  1245   0.854943E+03   0.255856E+02   0.949709E-01   0.161475E+01
  1246   0.851149E+03   0.257514E+02   0.948887E-01   0.122202E+01
  1247   0.847394E+03   0.259152E+02   0.948064E-01   0.816382E+00
  1248   0.843685E+03   0.260772E+02   0.947241E-01   0.398046E+00
  1249   0.840015E+03   0.262370E+02   0.946418E-01  -0.327872E-01
  1250   0.836395E+03   0.263948E+02   0.945594E-01  -0.475894E+00
  1251   0.832816E+03   0.265505E+02   0.944772E-01  -0.931028E+00
  1252   0.829282E+03   0.267039E+02   0.943949E-01  -0.139793E+01
  1253   0.825798E+03   0.268551E+02   0.943127E-01  -0.187632E+01
  1254   0.822360E+03   0.270040E+02   0.942306E-01  -0.236596E+01
  1255   0.818973E+03   0.271504E+02   0.941486E-01  -0.286656E+01
  1256   0.815637E+03   0.272944E+02   0.940667E-01  -0.337787E+01
  1257   0.812351E+03   0.274359E+02   0.939849E-01  -0.389962E+01
  1258   0.809117E+03   0.275750E+02   0.939033E-01  -0.443154E+01
  1259   0.805929E+03   0.277113E+02   0.938218E-01  -0.497337E+01
  1260   0.802802E+03   0.278450E+02   0.937405E-01  -0.552484E+01
  1261   0.799722E+03   0.279760E+02   0.936595E-01  -0.608568E+01
  1262   0.796699E+03   0.281041E+02   0.935786E-01  -0.665563E+01
  1263   0.793731E+03   0.282294E+02   0.934980E-01  -0.723441E+01
  1264   0.790816E+03   0.283519E+02   0.934176E-01  -0.782175E+01
  1265   0.787957E+03   0.284714E+02   0.933375E-01  -0.841736E+01
  1266   0.785151E+03   0.285879E+02   0.932577E-01  -0.902094E+01
  1267   0.782406E+03   0.287014E+02   0.931782E-01  -0.963220E+01
  1268   0.779718E+03   0.288118E+02   0.930990E-01  -0.102508E+02
  1269   0.777087E+03   0.289191E+02   0.930201E-01  -0.108766E+02
  1270   0.774513E+03   0.290233E+02   0.929416E-01  -0.115091E+02
  1271   0.771996E+03   0.291242E+02   0.928634E-01  -0.121480E+02
  1272   0.769542E+03   0.292219E+02   0.927856E-01  -0.127932E+02
  1273   0.767144E+03   0.293163E+02   0.927082E-01  -0.134443E+02
  1274   0.764803E+03   0.294074E+02   0.926311E-01  -0.141009E+02
  1275   0.762524E+03   0.294952E+02   0.925545E-01  -0.147628E+02
  1276   0.760305E+03   0.295796E+02   0.924784E-01  -0.154296E+02
  1277   0.758147E+03   0.296606E+02   0.924026E-01  -0.161012E+02
  1278   0.756048E+03   0.297381E+02   0.923274E-01  -0.167770E+02
  1279   0.754010E+03   0.298121E+02   0.922526E-01  -0.174569E+02
  1280   0.752033E+03   0.298827E+02   0.921782E-01  -0.181406E+02
  1281   0.750116E+03   0.299496E+02   0.921044E-01  -0.188277E+02
  1282   0.748260E+03   0.300131E+02   0.920310E-01  -0.195179E+02
  1283   0.746464E+03   0.300729E+02   0.919582E-01  -0.202110E+02
  1284   0.744730E+03   0.301290E+02   0.918859E-01  -0.209065E+02
  1285   0.743056E+03   0.301815E+02   0.918142E-01  -0.216043E+02
  1286   0.741443E+03   0.302303E+02   0.917430E-01  -0.223039E+02
  1287   0.739891E+03   0.302755E+02   0.916723E-01  -0.230052E+02
  1288   0.738399E+03   0.303169E+02   0.916022E-01  -0.237076E+02
  1289   0.736968E+03   0.303546E+02   0.915327E-01  -0.244110E+02
  1290   0.735598E+03   0.303887E+02   0.914638E-01  -0.251151E+02
  1291   0.734289E+03   0.304189E+02   0.913955E-01  -0.258194E+02
  1292   0.733039E+03   0.304455E+02   0.913278E-01  -0.265238E+02
  1293   0.731850E+03   0.304684E+02   0.912607E-01  -0.272278E+02
  1294   0.730722E+03   0.304875E+02   0.911942E-01  -0.279313E+02
  1295   0.729652E+03   0.305029E+02   0.911284E-01  -0.286339E+02
  1296   0.728642E+03   0.305145E+02   0.910632E-01  -0.293352E+02
  1297   0.727692E+03   0.305224E+02   0.909986E-01  -0.300351E+02
  1298   0.726800E+03   0.305265E+02   0.909347E-01  -0.307331E+02
  1299   0.725966E+03   0.305268E+02   0.908714E-01  -0.314291E+02
  1300   0.725191E+03   0.305233E+02   0.908088E-01  -0.321226E+02
  1301   0.724473E+03   0.305160E+02   0.907469E-01  -0.328135E+02
  1302   0.723813E+03   0.305051E+02   0.906856E-01  -0.335014E+02
  1303   0.723209E+03   0.304904E+02   0.906251E-01  -0.341861E+02
  1304   0.722662E+03   0.304719E+02   0.905652E-01  -0.348672E+02
  1305   0.722171E+03   0.304498E+02   0.905060E-01  -0.355445E+02
  1306   0.721736E+03   0.304240E+02   0.904475E-01  -0.362176E+02
  1307   0.721355E+03   0.303944E+02   0.903897E-01  -0.368864E+02
  1308   0.721029E+03   0.303612E+02   0.903325E-01  -0.375505E+02
  1309   0.720757E+03   0.303244E+02   0.902761E-01  -0.382097E+02
  1310   0.720538E+03   0.302839E+02   0.902204E-01  -0.388636E+02
  1311   0.720371E+03   0.302398E+02   0.901654E-01  -0.395120E+02
  1312   0.720257E+03   0.301920E+02   0.901111E-01  -0.401547E+02
  1313   0.720194E+03   0.301407E+02   0.900576E-01  -0.407912E+02
  1314   0.720182E+03   0.300858E+02   0.900047E-01  -0.414216E+02
  1315   0.720220E+03   0.300274E+02   0.899525E-01  -0.420453E+02
  1316   0.720307E+03   0.299654E+02   0.899011E-01  -0.426622E+02
  1317   0.720443E+03   0.299001E+02   0.898503E-01  -0.432722E+02
  1318   0.720627E+03   0.298313E+02   0.898003E-01  -0.438748E+02
  1319   0.720858E+03   0.297592E+02   0.897510E-01  -0.444699E+02
  1320   0.721136E+03   0.296837E+02   0.897024E-01  -0.450572E+02
  1321   0.721459E+03   0.296049E+02   0.896545E-01  -0.456366E+02
  1322   0.721828E+03   0.295229E+02   0.896073E-01  -0.462077E+02
  1323   0.722240E+03   0.294376E+02   0.895608E-01  -0.467704E+02
  1324   0.722696E+03   0.293492E+02   0.895151E-01  -0.473244E+02
  1325   0.723195E+03   0.292576E+02   0.894700E-01  -0.478694E+02
  1326   0.723735E+03   0.291628E+02   0.894256E-01  -0.484054E+02
  1327   0.724316E+03   0.290650E+02   0.893819E-01  -0.489321E+02
  1328   0.724936E+03   0.289640E+02   0.893389E-01  -0.494492E+02
  1329   0.725595E+03   0.288601E+02   0.892967E-01  -0.499566E+02
  1330   0.726293E+03   0.287532E+02   0.892550E-01  -0.504541E+02
  1331   0.727028E+03   0.286435E+02   0.892141E-01  -0.509415E+02
  1332   0.727798E+03   0.285308E+02   0.891738E-01  -0.514186E+02
  1333   0.728604E+03   0.284153E+02   0.891342E-01  -0.518852E+02
  1334   0.729444E+03   0.282970E+02   0.890953E-01  -0.523412E+02
  1335   0.730317E+03   0.281761E+02   0.890571E-01  -0.527863E+02
  1336   0.731223E+03   0.280524E+02   0.890194E-01  -0.532204E+02
  1337   0.732159E+03   0.279261E+02   0.889825E-01  -0.536434E+02
  1338   0.733127E+03   0.277973E+02   0.889461E-01  -0.540551E+02
  1339   0.734123E+03   0.276659E+02   0.889104E-01  -0.544554E+02
  1340   0.735148E+03   0.275321E+02   0.888754E-01  -0.548440E+02
  1341   0.736200E+03   0.273959E+02   0.888409E-01  -0.552209E+02
  1342   0.737278E+03   0.272573E+02   0.888071E-01  -0.555859E+02
  1343   0.738381E+03   0.271164E+02   0.887739E-01  -0.559388E+02
  1344   0.739508E+03   0.269732E+02   0.887412E-01  -0.562796E+02
  1345   0.740658E+03   0.268278E+02   0.887092E-01  -0.566081E+02
  1346   0.741830E+03   0.266803E+02   0.886777E-01  -0.569242E+02
  1347   0.743023E+03   0.265307E+02   0.886468E-01  -0.572278E+02
  1348   0.744235E+03   0.263790E+02   0.886164E-01  -0.575187E+02
  1349   0.745466E+03   0.262253E+02   0.885867E-01  -0.577968E+02
  1350   0.746715E+03   0.260698E+02   0.885574E-01  -0.580621E+02
  1351   0.747980E+03   0.259124E+02   0.885287E-01  -0.583146E+02
  1352   0.749260E+03   0.257533E+02   0.885005E-01  -0.585541E+02
  1353   0.750557E+03   0.255924E+02   0.884728E-01  -0.587807E+02
  1354   0.751863E+03   0.254299E+02   0.884456E-01  -0.589942E+02
  1355   0.753185E+03   0.252659E+02   0.884189E-01  -0.591946E+02
  1356   0.754518E+03   0.251004E+02   0.883927E-01  -0.593819E+02
  1357   0.755862E+03   0.249335E+02   0.883669E-01  -0.595560E+02
  1358   0.757216E+03   0.247651E+02   0.883416E-01  -0.597168E+02
  1359   0.758577E+03   0.245955E+02   0.883168E-01  -0.598643E+02
  1360   0.759943E+03   0.244247E+02   0.882924E-01  -0.599985E+02
  1361   0.761314E+03   0.242526E+02   0.882684E-01  -0.601193E+02
  1362   0.762694E+03   0.240795E+02   0.882448E-01  -0.602268E+02
  1363   0.764075E+03   0.239053E+02   0.882216E-01  -0.603207E+02
  1364   0.765460E+03   0.237301E+02   0.881988E-01  -0.604013E+02
  1365   0.766849E+03   0.235540E+02   0.881763E-01  -0.604685E+02
  1366   0.768233E+03   0.233771E+02   0.881543E-01  -0.605222E+02
  1367   0.769620E+03   0.231994E+02   0.881325E-01  -0.605625E+02
  1368   0.771006E+03   0.230210E+02   0.881111E-01  -0.605893E+02
  1369   0.772386E+03   0.228419E+02   0.880901E-01  -0.606028E+02
  1370   0.773769E+03   0.226623E+02   0.880693E-01  -0.606029E+02
  1371   0.775141E+03   0.224822E+02   0.880488E-01  -0.605896E+02
  1372   0.776510E+03   0.223017E+02   0.880286E-01  -0.605630E+02
  1373   0.777872E+03   0.221208E+02   0.880087E-01  -0.605232E+02
  1374   0.779227E+03   0.219396E+02   0.879890E-01  -0.604702E+02
  1375   0.780570E+03   0.217582E+02   0.879696E-01  -0.604040E+02
  1376   0.781905E+03   0.215766E+02   0.879504E-01  -0.603246E+02
  1377   0.783232E+03   0.213949E+02   0.879314E-01  -0.602322E+02
  1378   0.784546E+03   0.212133E+02   0.879126E-01  -0.601267E+02
  1379   0.785847E+03   0.210316E+02   0.878940E-01  -0.600083E+02
  1380   0.787130E+03   0.208501E+02   0.878755E-01  -0.598769E+02
  1381   0.788404E+03   0.206687E+02   0.878572E-01  -0.597327E+02
  1382   0.789659E+03   0.204875E+02   0.878391E-01  -0.595757E+02
  1383   0.790896E+03   0.203066E+02   0.878210E-01  -0.594059E+02
  1384   0.792114E+03   0.201261E+02   0.878031E-01  -0.592235E+02
  1385   0.793318E+03   0.199460E+02   0.877853E-01  -0.590286E+02
  1386   0.794502E+03   0.197664E+02   0.877676E-01  -0.588213E+02
  1387   0.795663E+03   0.195873E+02   0.877500E-01  -0.586017E+02
  1388   0.796803E+03   0.194089E+02   0.877323E-01  -0.583700E+02
  1389   0.797920E+03   0.192311E+02   0.877148E-01  -0.581263E+02
  1390   0.799016E+03   0.190542E+02   0.876973E-01  -0.578708E+02
  1391   0.800087E+03   0.188780E+02   0.876797E-01  -0.576035E+02
  1392   0.801134E+03   0.187028E+02   0.876622E-01  -0.573245E+02
  1393   0.802159E+03   0.185284E+02   0.876447E-01  -0.570340E+02
  1394   0.803155E+03   0.183551E+02   0.876271E-01  -0.567322E+02
  1395   0.804121E+03   0.181829E+02   0.876095E-01  -0.564191E+02
  1396   0.805060E+03   0.180117E+02   0.875919E-01  -0.560948E+02
  1397   0.805974E+03   0.178417E+02   0.875741E-01  -0.557595E+02
  1398   0.806853E+03   0.176729E+02   0.875563E-01  -0.554133E+02
  1399   0.807706E+03   0.175054E+02   0.875384E-01  -0.550565E+02
  1400   0.808523E+03   0.173393E+02   0.875203E-01  -0.546891E+02
  1401   0.809313E+03   0.171745E+02   0.875022E-01  -0.543114E+02
  1402   0.810068E+03   0.170112E+02   0.874839E-01  -0.539235E+02
  1403   0.810791E+03   0.168494E+02   0.874654E-01  -0.535256E+02
  1404   0.811483E+03   0.166891E+02   0.874468E-01  -0.531179E+02
  1405   0.812138E+03   0.165305E+02   0.874280E-01  -0.527005E+02
  1406   0.812757E+03   0.163735E+02   0.874090E-01  -0.522735E+02
  1407   0.813340E+03   0.162182E+02   0.873897E-01  -0.518374E+02
  1408   0.813890E+03   0.160647E+02   0.873703E-01  -0.513920E+02
  1409   0.814400E+03   0.159130E+02   0.873506E-01  -0.509377E+02
  1410   0.814876E+03   0.157631E+02   0.873307E-01  -0.504747E+02
  1411   0.815312E+03   0.156151E+02   0.873105E-01  -0.500030E+02
  1412   0.815710E+03   0.154690E+02   0.872901E-01  -0.495231E+02
  1413   0.816067E+03   0.153250E+02   0.872693E-01  -0.490349E+02
  1414   0.816386E+03   0.151830E+02   0.872483E-01  -0.485388E+02
  1415   0.816664E+03   0.150430E+02   0.872269E-01  -0.480350E+02
  1416   0.816904E+03   0.149052E+02   0.872052E-01  -0.475238E+02
  1417   0.817102E+03   0.147695E+02   0.871832E-01  -0.470052E+02
  1418   0.817263E+03   0.146361E+02   0.871609E-01  -0.464797E+02
  1419   0.817381E+03   0.145049E+02   0.871382E-01  -0.459472E+02
  1420   0.817457E+03   0.143760E+02   0.871151E-01  -0.454082E+02
  1421   0.817491E+03   0.142494E+02   0.870916E-01  -0.448628E+02
  1422   0.817482E+03   0.141252E+02   0.870677E-01  -0.443112E+02
  1423   0.817436E+03   0.140033E+02   0.870435E-01  -0.437536E+02
  1424   0.817342E+03   0.138839E+02   0.870188E-01  -0.431902E+02
  1425   0.817206E+03   0.137669E+02   0.869937E-01  -0.426214E+02
  1426   0.817027E+03   0.136525E+02   0.869681E-01  -0.420472E+02
  1427   0.816802E+03   0.135405E+02   0.869421E-01  -0.414680E+02
  1428   0.816533E+03   0.134311E+02   0.869157E-01  -0.408838E+02
  1429   0.816222E+03   0.133242E+02   0.868887E-01  -0.402951E+02
  1430   0.815868E+03   0.132200E+02   0.868614E-01  -0.397020E+02
  1431   0.815467E+03   0.131184E+02   0.868335E-01  -0.391047E+02
  1432   0.815024E+03   0.130194E+02   0.868051E-01  -0.385034E+02
  1433   0.814533E+03   0.129232E+02   0.867762E-01  -0.378985E+02
  1434   0.813999E+03   0.128296E+02   0.867468E-01  -0.372901E+02
  1435   0.813418E+03   0.127387E+02   0.867169E-01  -0.366785E+02
  1436   0.812795E+03   0.126506E+02   0.866865E-01  -0.360639E+02
  1437   0.812124E+03   0.125652E+02   0.866555E-01  -0.354465E+02
  1438   0.811406E+03   0.124826E+02   0.866240E-01  -0.348265E+02
  1439   0.810645E+03   0.124028E+02   0.865919E-01  -0.342044E+02
  1440   0.809842E+03   0.123258E+02   0.865593E-01  -0.335801E+02
  1441   0.808991E+03   0.122517E+02   0.865261E-01  -0.329540E+02
  1442   0.808094E+03   0.121803E+02   0.864923E-01  -0.323262E+02
  1443   0.807149E+03   0.121118E+02   0.864580E-01  -0.316971E+02
  1444   0.806162E+03   0.120461E+02   0.864230E-01  -0.310669E+02
  1445   0.805128E+03   0.119833E+02   0.863875E-01  -0.304357E+02
  1446   0.804048E+03   0.119234E+02   0.863514E-01  -0.298038E+02
  1447   0.802924E+03   0.118663E+02   0.863147E-01  -0.291715E+02
  1448   0.801754E+03   0.118121E+02   0.862773E-01  -0.285390E+02
  1449   0.800538E+03   0.117608E+02   0.862393E-01  -0.279065E+02
  1450   0.799279E+03   0.117124E+02   0.862008E-01  -0.272742E+02
  1451   0.797978E+03   0.116669E+02   0.861616E-01  -0.266425E+02
  1452   0.796630E+03   0.116243E+02   0.861217E-01  -0.260115E+02
  1453   0.795236E+03   0.115846E+02   0.860812E-01  -0.253814E+02
  1454   0.793801E+03   0.115477E+02   0.860401E-01  -0.247526E+02
  1455   0.792323E+03   0.115138E+02   0.859984E-01  -0.241252E+02
  1456   0.790804E+03   0.114827E+02   0.859560E-01  -0.234993E+02
  1457   0.789243E+03   0.114545E+02   0.859130E-01  -0.228753E+02
  1458   0.787637E+03   0.114291E+02   0.858693E-01  -0.222534E+02
  1459   0.785989E+03   0.114067E+02   0.858249E-01  -0.216337E+02
  1460   0.784299E+03   0.113870E+02   0.857799E-01  -0.210165E+02
  1461   0.782569E+03   0.113702E+02   0.857343E-01  -0.204020E+02
  1462   0.780797E+03   0.113563E+02   0.856879E-01  -0.197904E+02
  1463   0.778985E+03   0.113451E+02   0.856410E-01  -0.191818E+02
  1464   0.777132E+03   0.113367E+02   0.855933E-01  -0.185766E+02
  1465   0.775238E+03   0.113312E+02   0.855450E-01  -0.179749E+02
  1466   0.773308E+03   0.113284E+02   0.854961E-01  -0.173769E+02
  1467   0.771338E+03   0.113283E+02   0.854464E-01  -0.167829E+02
  1468   0.769331E+03   0.113310E+02   0.853961E-01  -0.161929E+02
  1469   0.767285E+03   0.113364E+02   0.853452E-01  -0.156074E+02
  1470   0.765199E+03   0.113446E+02   0.852935E-01  -0.150262E+02
  1471   0.763081E+03   0.113553E+02   0.852413E-01  -0.144498E+02
  1472   0.760924E+03   0.113688E+02   0.851883E-01  -0.138783E+02
  1473   0.758728E+03   0.113848E+02   0.851347E-01  -0.133118E+02
  1474   0.756501E+03   0.114036E+02   0.850804E-01  -0.127506E+02
  1475   0.754235E+03   0.114248E+02   0.850255E-01  -0.121949E+02
  1476   0.751938E+03   0.114487E+02   0.849699E-01  -0.116448E+02
  1477   0.749607E+03   0.114750E+02   0.849137E-01  -0.111004E+02
  1478   0.747242E+03   0.115039E+02   0.848568E-01  -0.105621E+02
  1479   0.744847E+03   0.115352E+02   0.847992E-01  -0.100298E+02
  1480   0.742418E+03   0.115690E+02   0.847410E-01  -0.950386E+01
  1481   0.739960E+03   0.116052E+02   0.846822E-01  -0.898437E+01
  1482   0.737468E+03   0.116438E+02   0.846227E-01  -0.847151E+01
  1483   0.734947E+03   0.116848E+02   0.845626E-01  -0.796540E+01
  1484   0.732401E+03   0.117280E+02   0.845019E-01  -0.746622E+01
  1485   0.729823E+03   0.117736E+02   0.844405E-01  -0.697411E+01
  1486   0.727220E+03   0.118214E+02   0.843785E-01  -0.648921E+01
  1487   0.724584E+03   0.118714E+02   0.843159E-01  -0.601167E+01
  1488   0.721925E+03   0.119236E+02   0.842526E-01  -0.554164E+01
