#    L    TT             EE             BB             TE          
  1307   0.721395E+03   0.303952E+02   0.908996E-01  -0.368821E+02
  1308   0.721069E+03   0.303620E+02   0.908414E-01  -0.375463E+02
  1309   0.720797E+03   0.303251E+02   0.907840E-01  -0.382055E+02
  1310   0.720577E+03   0.302846E+02   0.907272E-01  -0.388594E+02
  1311   0.720411E+03   0.302405E+02   0.906712E-01  -0.395078E+02
  1312   0.720297E+03   0.301927E+02   0.906159E-01  -0.401505E+02
  1313   0.720234E+03   0.301414E+02   0.905614E-01  -0.407871E+02
  1314   0.720221E+03   0.300865E+02   0.905075E-01  -0.414174E+02
  1315   0.720259E+03   0.300281E+02   0.904544E-01  -0.420412E+02
  1316   0.720346E+03   0.299661E+02   0.904020E-01  -0.426581E+02
  1317   0.720482E+03   0.299008E+02   0.903503E-01  -0.432681E+02
  1318   0.720666E+03   0.298320E+02   0.902993E-01  -0.438707E+02
  1319   0.720897E+03   0.297599E+02   0.902490E-01  -0.444659E+02
  1320   0.721174E+03   0.296844E+02   0.901995E-01  -0.450532E+02
  1321   0.721498E+03   0.296056E+02   0.901507E-01  -0.456326E+02
  1322   0.721866E+03   0.295236E+02   0.901026E-01  -0.462037E+02
  1323   0.722279E+03   0.294383E+02   0.900552E-01  -0.467664E+02
  1324   0.722735E+03   0.293499E+02   0.900085E-01  -0.473205E+02
  1325   0.723233E+03   0.292582E+02   0.899625E-01  -0.478656E+02
  1326   0.723773E+03   0.291635E+02   0.899173E-01  -0.484015E+02
  1327   0.724353E+03   0.290656E+02   0.898727E-01  -0.489283E+02
  1328   0.724974E+03   0.289647E+02   0.898288E-01  -0.494454E+02
  1329   0.725633E+03   0.288608E+02   0.897857E-01  -0.499528E+02
  1330   0.726330E+03   0.287539E+02   0.897432E-01  -0.504503E+02
  1331   0.727065E+03   0.286441E+02   0.897014E-01  -0.509377E+02
  1332   0.727835E+03   0.285315E+02   0.896602E-01  -0.514149E+02
  1333   0.728641E+03   0.284159E+02   0.896198E-01  -0.518815E+02
  1334   0.729481E+03   0.282977E+02   0.895800E-01  -0.523375E+02
  1335   0.730354E+03   0.281767E+02   0.895409E-01  -0.527826E+02
  1336   0.731259E+03   0.280531E+02   0.895024E-01  -0.532168E+02
  1337   0.732196E+03   0.279268E+02   0.894646E-01  -0.536398E+02
  1338   0.733163E+03   0.277980E+02   0.894274E-01  -0.540515E+02
  1339   0.734159E+03   0.276666E+02   0.893909E-01  -0.544518E+02
  1340   0.735183E+03   0.275328E+02   0.893550E-01  -0.548404E+02
  1341   0.736235E+03   0.273965E+02   0.893197E-01  -0.552173E+02
  1342   0.737313E+03   0.272579E+02   0.892850E-01  -0.555823E+02
  1343   0.738416E+03   0.271170E+02   0.892509E-01  -0.559353E+02
  1344   0.739543E+03   0.269739E+02   0.892175E-01  -0.562761E+02
  1345   0.740693E+03   0.268285E+02   0.891846E-01  -0.566046E+02
  1346   0.741865E+03   0.266809E+02   0.891523E-01  -0.569207E+02
  1347   0.743057E+03   0.265313E+02   0.891205E-01  -0.572243E+02
  1348   0.744269E+03   0.263796E+02   0.890893E-01  -0.575152E+02
  1349   0.745500E+03   0.262260E+02   0.890587E-01  -0.577933E+02
  1350   0.746749E+03   0.260705E+02   0.890286E-01  -0.580587E+02
  1351   0.748014E+03   0.259131E+02   0.889991E-01  -0.583112E+02
  1352   0.749294E+03   0.257539E+02   0.889700E-01  -0.585507E+02
  1353   0.750590E+03   0.255930E+02   0.889415E-01  -0.587773E+02
  1354   0.751896E+03   0.254306E+02   0.889134E-01  -0.589908E+02
  1355   0.753218E+03   0.252665E+02   0.888859E-01  -0.591913E+02
  1356   0.754551E+03   0.251010E+02   0.888588E-01  -0.593785E+02
  1357   0.755895E+03   0.249341E+02   0.888322E-01  -0.595526E+02
  1358   0.757250E+03   0.247657E+02   0.888061E-01  -0.597134E+02
  1359   0.758610E+03   0.245961E+02   0.887804E-01  -0.598610E+02
  1360   0.759975E+03   0.244253E+02   0.887551E-01  -0.599952E+02
  1361   0.761346E+03   0.242533E+02   0.887303E-01  -0.601160E+02
  1362   0.762727E+03   0.240801E+02   0.887058E-01  -0.602235E+02
  1363   0.764107E+03   0.239059E+02   0.886818E-01  -0.603175E+02
  1364   0.765492E+03   0.237307E+02   0.886581E-01  -0.603980E+02
  1365   0.766881E+03   0.235546E+02   0.886348E-01  -0.604652E+02
  1366   0.768265E+03   0.233777E+02   0.886119E-01  -0.605189E+02
  1367   0.769652E+03   0.232000E+02   0.885893E-01  -0.605592E+02
  1368   0.771038E+03   0.230216E+02   0.885670E-01  -0.605861E+02
  1369   0.772418E+03   0.228426E+02   0.885451E-01  -0.605995E+02
  1370   0.773800E+03   0.226630E+02   0.885234E-01  -0.605996E+02
  1371   0.775172E+03   0.224828E+02   0.885021E-01  -0.605864E+02
  1372   0.776541E+03   0.223023E+02   0.884810E-01  -0.605598E+02
  1373   0.777903E+03   0.221214E+02   0.884602E-01  -0.605200E+02
  1374   0.779258E+03   0.219402E+02   0.884396E-01  -0.604669E+02
  1375   0.780601E+03   0.217588E+02   0.884193E-01  -0.604007E+02
  1376   0.781936E+03   0.215773E+02   0.883992E-01  -0.603214E+02
  1377   0.783262E+03   0.213956E+02   0.883794E-01  -0.602289E+02
  1378   0.784576E+03   0.212139E+02   0.883597E-01  -0.601235E+02
  1379   0.785877E+03   0.210323E+02   0.883402E-01  -0.600051E+02
  1380   0.787160E+03   0.208507E+02   0.883208E-01  -0.598737E+02
  1381   0.788434E+03   0.206693E+02   0.883017E-01  -0.597295E+02
  1382   0.789689E+03   0.204882E+02   0.882826E-01  -0.595725E+02
  1383   0.790926E+03   0.203073E+02   0.882637E-01  -0.594027E+02
  1384   0.792144E+03   0.201267E+02   0.882449E-01  -0.592203E+02
  1385   0.793348E+03   0.199466E+02   0.882262E-01  -0.590253E+02
  1386   0.794532E+03   0.197670E+02   0.882076E-01  -0.588181E+02
  1387   0.795692E+03   0.195879E+02   0.881890E-01  -0.585985E+02
  1388   0.796833E+03   0.194095E+02   0.881705E-01  -0.583668E+02
  1389   0.797949E+03   0.192318E+02   0.881521E-01  -0.581231E+02
  1390   0.799045E+03   0.190548E+02   0.881336E-01  -0.578675E+02
  1391   0.800116E+03   0.188787E+02   0.881152E-01  -0.576003E+02
  1392   0.801163E+03   0.187034E+02   0.880968E-01  -0.573213E+02
  1393   0.802188E+03   0.185291E+02   0.880784E-01  -0.570308E+02
  1394   0.803184E+03   0.183557E+02   0.880599E-01  -0.567290E+02
  1395   0.804149E+03   0.181835E+02   0.880414E-01  -0.564158E+02
  1396   0.805089E+03   0.180123E+02   0.880228E-01  -0.560915E+02
  1397   0.806003E+03   0.178423E+02   0.880041E-01  -0.557563E+02
  1398   0.806882E+03   0.176736E+02   0.879854E-01  -0.554101E+02
  1399   0.807734E+03   0.175061E+02   0.879665E-01  -0.550532E+02
  1400   0.808551E+03   0.173399E+02   0.879476E-01  -0.546859E+02
  1401   0.809342E+03   0.171752E+02   0.879285E-01  -0.543082E+02
  1402   0.810096E+03   0.170119E+02   0.879093E-01  -0.539203E+02
  1403   0.810819E+03   0.168500E+02   0.878899E-01  -0.535224E+02
  1404   0.811511E+03   0.166898E+02   0.878703E-01  -0.531146E+02
  1405   0.812166E+03   0.165311E+02   0.878506E-01  -0.526972E+02
  1406   0.812785E+03   0.163742E+02   0.878306E-01  -0.522703E+02
  1407   0.813368E+03   0.162189E+02   0.878105E-01  -0.518341E+02
  1408   0.813918E+03   0.160654E+02   0.877901E-01  -0.513888E+02
  1409   0.814427E+03   0.159136E+02   0.877695E-01  -0.509345E+02
  1410   0.814904E+03   0.157637E+02   0.877487E-01  -0.504715E+02
  1411   0.815340E+03   0.156157E+02   0.877275E-01  -0.499998E+02
  1412   0.815738E+03   0.154697E+02   0.877061E-01  -0.495199E+02
  1413   0.816095E+03   0.153256E+02   0.876845E-01  -0.490317E+02
  1414   0.816414E+03   0.151836E+02   0.876625E-01  -0.485356E+02
  1415   0.816692E+03   0.150436E+02   0.876402E-01  -0.480318E+02
  1416   0.816932E+03   0.149058E+02   0.876176E-01  -0.475205E+02
  1417   0.817130E+03   0.147701E+02   0.875947E-01  -0.470020E+02
  1418   0.817290E+03   0.146367E+02   0.875714E-01  -0.464764E+02
  1419   0.817409E+03   0.145055E+02   0.875477E-01  -0.459440E+02
  1420   0.817485E+03   0.143766E+02   0.875237E-01  -0.454050E+02
  1421   0.817518E+03   0.142500E+02   0.874993E-01  -0.448596E+02
  1422   0.817510E+03   0.141258E+02   0.874745E-01  -0.443079E+02
  1423   0.817463E+03   0.140039E+02   0.874493E-01  -0.437504E+02
  1424   0.817370E+03   0.138845E+02   0.874237E-01  -0.431870E+02
  1425   0.817233E+03   0.137675E+02   0.873977E-01  -0.426181E+02
  1426   0.817055E+03   0.136531E+02   0.873712E-01  -0.420440E+02
  1427   0.816829E+03   0.135411E+02   0.873443E-01  -0.414647E+02
  1428   0.816561E+03   0.134317E+02   0.873169E-01  -0.408806E+02
  1429   0.816250E+03   0.133248E+02   0.872891E-01  -0.402919E+02
  1430   0.815896E+03   0.132206E+02   0.872608E-01  -0.396987E+02
  1431   0.815495E+03   0.131190E+02   0.872320E-01  -0.391015E+02
  1432   0.815051E+03   0.130200E+02   0.872028E-01  -0.385002E+02
  1433   0.814560E+03   0.129238E+02   0.871730E-01  -0.378953E+02
  1434   0.814026E+03   0.128302E+02   0.871427E-01  -0.372869E+02
  1435   0.813446E+03   0.127393E+02   0.871119E-01  -0.366753E+02
  1436   0.812822E+03   0.126512E+02   0.870806E-01  -0.360606E+02
  1437   0.812151E+03   0.125658E+02   0.870487E-01  -0.354433E+02
  1438   0.811433E+03   0.124832E+02   0.870163E-01  -0.348234E+02
  1439   0.810673E+03   0.124034E+02   0.869834E-01  -0.342012E+02
  1440   0.809869E+03   0.123264E+02   0.869499E-01  -0.335769E+02
  1441   0.809019E+03   0.122522E+02   0.869158E-01  -0.329508E+02
  1442   0.808121E+03   0.121809E+02   0.868812E-01  -0.323230E+02
  1443   0.807176E+03   0.121123E+02   0.868460E-01  -0.316939E+02
  1444   0.806189E+03   0.120467E+02   0.868102E-01  -0.310637E+02
  1445   0.805155E+03   0.119839E+02   0.867738E-01  -0.304325E+02
  1446   0.804074E+03   0.119239E+02   0.867369E-01  -0.298007E+02
  1447   0.802951E+03   0.118669E+02   0.866993E-01  -0.291684E+02
  1448   0.801781E+03   0.118127E+02   0.866611E-01  -0.285358E+02
  1449   0.800564E+03   0.117614E+02   0.866223E-01  -0.279033E+02
  1450   0.799306E+03   0.117130E+02   0.865829E-01  -0.272711E+02
  1451   0.798004E+03   0.116675E+02   0.865429E-01  -0.266393E+02
  1452   0.796657E+03   0.116248E+02   0.865023E-01  -0.260083E+02
  1453   0.795263E+03   0.115851E+02   0.864610E-01  -0.253783E+02
  1454   0.793827E+03   0.115483E+02   0.864191E-01  -0.247495E+02
  1455   0.792350E+03   0.115143E+02   0.863766E-01  -0.241221E+02
  1456   0.790831E+03   0.114832E+02   0.863334E-01  -0.234962E+02
  1457   0.789270E+03   0.114550E+02   0.862896E-01  -0.228723E+02
  1458   0.787663E+03   0.114297E+02   0.862451E-01  -0.222503E+02
  1459   0.786015E+03   0.114072E+02   0.862000E-01  -0.216306E+02
  1460   0.784326E+03   0.113876E+02   0.861543E-01  -0.210135E+02
  1461   0.782595E+03   0.113708E+02   0.861079E-01  -0.203989E+02
  1462   0.780824E+03   0.113568E+02   0.860608E-01  -0.197873E+02
  1463   0.779011E+03   0.113456E+02   0.860131E-01  -0.191788E+02
  1464   0.777158E+03   0.113373E+02   0.859647E-01  -0.185736E+02
  1465   0.775264E+03   0.113317E+02   0.859157E-01  -0.179719E+02
  1466   0.773334E+03   0.113289E+02   0.858660E-01  -0.173740E+02
  1467   0.771364E+03   0.113288E+02   0.858156E-01  -0.167799E+02
  1468   0.769357E+03   0.113316E+02   0.857646E-01  -0.161900E+02
  1469   0.767311E+03   0.113369E+02   0.857129E-01  -0.156044E+02
  1470   0.765225E+03   0.113451E+02   0.856606E-01  -0.150233E+02
  1471   0.763107E+03   0.113558E+02   0.856076E-01  -0.144469E+02
  1472   0.760950E+03   0.113693E+02   0.855540E-01  -0.138754E+02
  1473   0.758754E+03   0.113853E+02   0.854997E-01  -0.133089E+02
  1474   0.756527E+03   0.114041E+02   0.854447E-01  -0.127478E+02
  1475   0.754260E+03   0.114253E+02   0.853891E-01  -0.121921E+02
  1476   0.751964E+03   0.114492E+02   0.853328E-01  -0.116419E+02
  1477   0.749633E+03   0.114755E+02   0.852759E-01  -0.110976E+02
  1478   0.747268E+03   0.115043E+02   0.852183E-01  -0.105592E+02
  1479   0.744872E+03   0.115357E+02   0.851601E-01  -0.100270E+02
  1480   0.742443E+03   0.115695E+02   0.851013E-01  -0.950105E+01
  1481   0.739985E+03   0.116057E+02   0.850418E-01  -0.898157E+01
  1482   0.737493E+03   0.116443E+02   0.849816E-01  -0.846872E+01
  1483   0.734972E+03   0.116852E+02   0.849208E-01  -0.796263E+01
  1484   0.732426E+03   0.117285E+02   0.848594E-01  -0.746346E+01
  1485   0.729847E+03   0.117741E+02   0.847974E-01  -0.697136E+01
  1486   0.727244E+03   0.118219E+02   0.847347E-01  -0.648647E+01
  1487   0.724609E+03   0.118719E+02   0.846715E-01  -0.600895E+01
  1488   0.721950E+03   0.119241E+02   0.846076E-01  -0.553892E+01
  1489   0.719267E+03   0.119784E+02   0.845431E-01  -0.507653E+01
  1490   0.716554E+03   0.120349E+02   0.844780E-01  -0.462191E+01
  1491   0.713818E+03   0.120934E+02   0.844123E-01  -0.417518E+01
  1492   0.711058E+03   0.121539E+02   0.843460E-01  -0.373647E+01
  1493   0.708274E+03   0.122165E+02   0.842791E-01  -0.330591E+01
  1494   0.705468E+03   0.122810E+02   0.842117E-01  -0.288361E+01
  1495   0.702640E+03   0.123473E+02   0.841436E-01  -0.246970E+01
  1496   0.699790E+03   0.124156E+02   0.840750E-01  -0.206429E+01
  1497   0.696920E+03   0.124857E+02   0.840058E-01  -0.166747E+01
  1498   0.694031E+03   0.125575E+02   0.839361E-01  -0.127933E+01
  1499   0.691122E+03   0.126311E+02   0.838658E-01  -0.899980E+00
  1500   0.688194E+03   0.127064E+02   0.837950E-01  -0.529511E+00
  1501   0.685249E+03   0.127833E+02   0.837237E-01  -0.168019E+00
  1502   0.682288E+03   0.128618E+02   0.836518E-01   0.184414E+00
  1503   0.679310E+03   0.129419E+02   0.835794E-01   0.527697E+00
  1504   0.676317E+03   0.130235E+02   0.835065E-01   0.861767E+00
  1505   0.673309E+03   0.131066E+02   0.834330E-01   0.118655E+01
  1506   0.670288E+03   0.131910E+02   0.833591E-01   0.150196E+01
  1507   0.667253E+03   0.132768E+02   0.832847E-01   0.180794E+01
  1508   0.664205E+03   0.133640E+02   0.832098E-01   0.210440E+01
  1509   0.661146E+03   0.134524E+02   0.831345E-01   0.239134E+01
  1510   0.658076E+03   0.135421E+02   0.830587E-01   0.266863E+01
  1511   0.654995E+03   0.136329E+02   0.829824E-01   0.293629E+01
  1512   0.651906E+03   0.137249E+02   0.829057E-01   0.319427E+01
  1513   0.648808E+03   0.138179E+02   0.828285E-01   0.344257E+01
  1514   0.645702E+03   0.139119E+02   0.827509E-01   0.368110E+01
  1515   0.642591E+03   0.140070E+02   0.826729E-01   0.390990E+01
  1516   0.639473E+03   0.141029E+02   0.825945E-01   0.412888E+01
  1517   0.636351E+03   0.141998E+02   0.825157E-01   0.433804E+01
  1518   0.633225E+03   0.142975E+02   0.824365E-01   0.453737E+01
  1519   0.630095E+03   0.143960E+02   0.823570E-01   0.472688E+01
  1520   0.626962E+03   0.144951E+02   0.822770E-01   0.490649E+01
  1521   0.623827E+03   0.145950E+02   0.821968E-01   0.507624E+01
  1522   0.620691E+03   0.146956E+02   0.821161E-01   0.523613E+01
  1523   0.617555E+03   0.147966E+02   0.820351E-01   0.538609E+01
  1524   0.614418E+03   0.148983E+02   0.819538E-01   0.552615E+01
  1525   0.611283E+03   0.150003E+02   0.818722E-01   0.565634E+01
  1526   0.608150E+03   0.151028E+02   0.817903E-01   0.577665E+01
  1527   0.605019E+03   0.152058E+02   0.817081E-01   0.588715E+01
  1528   0.601891E+03   0.153090E+02   0.816256E-01   0.598778E+01
  1529   0.598768E+03   0.154125E+02   0.815428E-01   0.607865E+01
  1530   0.595649E+03   0.155162E+02   0.814597E-01   0.615970E+01
  1531   0.592535E+03   0.156201E+02   0.813765E-01   0.623096E+01
  1532   0.589428E+03   0.157241E+02   0.812929E-01   0.629251E+01
  1533   0.586327E+03   0.158282E+02   0.812092E-01   0.634435E+01
  1534   0.583234E+03   0.159323E+02   0.811252E-01   0.638654E+01
  1535   0.580149E+03   0.160364E+02   0.810410E-01   0.641909E+01
  1536   0.577073E+03   0.161404E+02   0.809566E-01   0.644204E+01
  1537   0.574006E+03   0.162442E+02   0.808720E-01   0.645544E+01
  1538   0.570949E+03   0.163479E+02   0.807872E-01   0.645934E+01
  1539   0.567903E+03   0.164513E+02   0.807023E-01   0.645382E+01
  1540   0.564869E+03   0.165545E+02   0.806173E-01   0.643897E+01
  1541   0.561847E+03   0.166573E+02   0.805321E-01   0.641478E+01
  1542   0.558838E+03   0.167598E+02   0.804467E-01   0.638139E+01
  1543   0.555842E+03   0.168618E+02   0.803613E-01   0.633884E+01
  1544   0.552861E+03   0.169634E+02   0.802757E-01   0.628722E+01
  1545   0.549895E+03   0.170644E+02   0.801900E-01   0.622662E+01
  1546   0.546944E+03   0.171648E+02   0.801043E-01   0.615708E+01
  1547   0.544010E+03   0.172647E+02   0.800185E-01   0.607869E+01
  1548   0.541091E+03   0.173639E+02   0.799326E-01   0.599156E+01
  1549   0.538191E+03   0.174624E+02   0.798466E-01   0.589575E+01
  1550   0.535308E+03   0.175602E+02   0.797607E-01   0.579135E+01
  1551   0.532443E+03   0.176571E+02   0.796747E-01   0.567846E+01
  1552   0.529597E+03   0.177532E+02   0.795886E-01   0.555715E+01
  1553   0.526771E+03   0.178484E+02   0.795026E-01   0.542759E+01
  1554   0.523964E+03   0.179427E+02   0.794165E-01   0.528981E+01
  1555   0.521178E+03   0.180360E+02   0.793305E-01   0.514396E+01
  1556   0.518413E+03   0.181283E+02   0.792445E-01   0.499013E+01
  1557   0.515670E+03   0.182196E+02   0.791586E-01   0.482846E+01
  1558   0.512948E+03   0.183097E+02   0.790727E-01   0.465904E+01
  1559   0.510250E+03   0.183987E+02   0.789868E-01   0.448203E+01
  1560   0.507574E+03   0.184866E+02   0.789010E-01   0.429747E+01
  1561   0.504921E+03   0.185733E+02   0.788153E-01   0.410559E+01
  1562   0.502293E+03   0.186586E+02   0.787297E-01   0.390644E+01
  1563   0.499689E+03   0.187428E+02   0.786442E-01   0.370019E+01
  1564   0.497110E+03   0.188256E+02   0.785587E-01   0.348694E+01
  1565   0.494556E+03   0.189071E+02   0.784735E-01   0.326687E+01
  1566   0.492028E+03   0.189871E+02   0.783883E-01   0.304006E+01
  1567   0.489526E+03   0.190658E+02   0.783033E-01   0.280667E+01
  1568   0.487050E+03   0.191430E+02   0.782184E-01   0.256679E+01
  1569   0.484602E+03   0.192187E+02   0.781337E-01   0.232062E+01
  1570   0.482180E+03   0.192928E+02   0.780491E-01   0.206829E+01
  1571   0.479786E+03   0.193654E+02   0.779648E-01   0.180990E+01
  1572   0.477420E+03   0.194364E+02   0.778806E-01   0.154560E+01
  1573   0.475082E+03   0.195058E+02   0.777966E-01   0.127554E+01
  1574   0.472772E+03   0.195735E+02   0.777128E-01   0.999901E+00
  1575   0.470492E+03   0.196396E+02   0.776293E-01   0.718819E+00
  1576   0.468240E+03   0.197039E+02   0.775459E-01   0.432465E+00
  1577   0.466018E+03   0.197665E+02   0.774628E-01   0.140987E+00
  1578   0.463826E+03   0.198274E+02   0.773800E-01  -0.155445E+00
  1579   0.461664E+03   0.198865E+02   0.772974E-01  -0.456682E+00
  1580   0.459532E+03   0.199438E+02   0.772150E-01  -0.762568E+00
  1581   0.457431E+03   0.199993E+02   0.771329E-01  -0.107295E+01
  1582   0.455361E+03   0.200530E+02   0.770511E-01  -0.138768E+01
  1583   0.453321E+03   0.201047E+02   0.769696E-01  -0.170660E+01
  1584   0.451313E+03   0.201546E+02   0.768883E-01  -0.202956E+01
  1585   0.449335E+03   0.202026E+02   0.768074E-01  -0.235640E+01
  1586   0.447390E+03   0.202486E+02   0.767268E-01  -0.268698E+01
  1587   0.445476E+03   0.202927E+02   0.766465E-01  -0.302113E+01
  1588   0.443593E+03   0.203347E+02   0.765665E-01  -0.335870E+01
  1589   0.441742E+03   0.203748E+02   0.764868E-01  -0.369951E+01
  1590   0.439923E+03   0.204129E+02   0.764075E-01  -0.404342E+01
  1591   0.438136E+03   0.204489E+02   0.763285E-01  -0.439026E+01
  1592   0.436382E+03   0.204829E+02   0.762498E-01  -0.473986E+01
  1593   0.434659E+03   0.205148E+02   0.761715E-01  -0.509207E+01
  1594   0.432969E+03   0.205447E+02   0.760936E-01  -0.544673E+01
  1595   0.431311E+03   0.205724E+02   0.760160E-01  -0.580367E+01
  1596   0.429685E+03   0.205981E+02   0.759388E-01  -0.616272E+01
  1597   0.428092E+03   0.206217E+02   0.758620E-01  -0.652373E+01
  1598   0.426531E+03   0.206431E+02   0.757856E-01  -0.688653E+01
  1599   0.425003E+03   0.206625E+02   0.757096E-01  -0.725096E+01
  1600   0.423507E+03   0.206797E+02   0.756339E-01  -0.761686E+01
  1601   0.422043E+03   0.206947E+02   0.755587E-01  -0.798406E+01
  1602   0.420612E+03   0.207076E+02   0.754838E-01  -0.835242E+01
  1603   0.419212E+03   0.207183E+02   0.754094E-01  -0.872178E+01
  1604   0.417845E+03   0.207269E+02   0.753354E-01  -0.909198E+01
  1605   0.416510E+03   0.207333E+02   0.752618E-01  -0.946288E+01
  1606   0.415207E+03   0.207375E+02   0.751886E-01  -0.983430E+01
  1607   0.413936E+03   0.207396E+02   0.751158E-01  -0.102061E+02
  1608   0.412697E+03   0.207394E+02   0.750435E-01  -0.105781E+02
  1609   0.411489E+03   0.207371E+02   0.749716E-01  -0.109501E+02
  1610   0.410313E+03   0.207326E+02   0.749001E-01  -0.113221E+02
  1611   0.409169E+03   0.207260E+02   0.748291E-01  -0.116937E+02
  1612   0.408056E+03   0.207172E+02   0.747585E-01  -0.120650E+02
  1613   0.406974E+03   0.207062E+02   0.746883E-01  -0.124356E+02
  1614   0.405922E+03   0.206931E+02   0.746186E-01  -0.128055E+02
  1615   0.404902E+03   0.206780E+02   0.745494E-01  -0.131745E+02
  1616   0.403913E+03   0.206607E+02   0.744806E-01  -0.135424E+02
  1617   0.402954E+03   0.206413E+02   0.744122E-01  -0.139092E+02
  1618   0.402025E+03   0.206197E+02   0.743443E-01  -0.142746E+02
  1619   0.401126E+03   0.205961E+02   0.742768E-01  -0.146385E+02
  1620   0.400256E+03   0.205704E+02   0.742098E-01  -0.150008E+02
  1621   0.399417E+03   0.205425E+02   0.741433E-01  -0.153614E+02
  1622   0.398606E+03   0.205127E+02   0.740772E-01  -0.157200E+02
  1623   0.397825E+03   0.204807E+02   0.740116E-01  -0.160767E+02
  1624   0.397072E+03   0.204467E+02   0.739464E-01  -0.164311E+02
  1625   0.396348E+03   0.204106E+02   0.738817E-01  -0.167832E+02
  1626   0.395652E+03   0.203726E+02   0.738174E-01  -0.171328E+02
  1627   0.394983E+03   0.203325E+02   0.737536E-01  -0.174799E+02
  1628   0.394342E+03   0.202905E+02   0.736902E-01  -0.178242E+02
  1629   0.393729E+03   0.202465E+02   0.736273E-01  -0.181656E+02
  1630   0.393142E+03   0.202005E+02   0.735649E-01  -0.185041E+02
  1631   0.392583E+03   0.201526E+02   0.735029E-01  -0.188394E+02
  1632   0.392049E+03   0.201028E+02   0.734414E-01  -0.191715E+02
  1633   0.391541E+03   0.200511E+02   0.733803E-01  -0.195003E+02
  1634   0.391059E+03   0.199974E+02   0.733197E-01  -0.198256E+02
  1635   0.390602E+03   0.199419E+02   0.732595E-01  -0.201473E+02
  1636   0.390169E+03   0.198845E+02   0.731998E-01  -0.204652E+02
  1637   0.389762E+03   0.198254E+02   0.731405E-01  -0.207794E+02
  1638   0.389378E+03   0.197644E+02   0.730817E-01  -0.210896E+02
  1639   0.389018E+03   0.197016E+02   0.730233E-01  -0.213957E+02
  1640   0.388681E+03   0.196371E+02   0.729654E-01  -0.216978E+02
  1641   0.388368E+03   0.195709E+02   0.729079E-01  -0.219955E+02
  1642   0.388076E+03   0.195029E+02   0.728508E-01  -0.222889E+02
  1643   0.387807E+03   0.194334E+02   0.727941E-01  -0.225778E+02
  1644   0.387560E+03   0.193621E+02   0.727379E-01  -0.228622E+02
  1645   0.387334E+03   0.192893E+02   0.726821E-01  -0.231419E+02
  1646   0.387129E+03   0.192148E+02   0.726268E-01  -0.234169E+02
  1647   0.386944E+03   0.191388E+02   0.725718E-01  -0.236870E+02
  1648   0.386779E+03   0.190613E+02   0.725173E-01  -0.239522E+02
  1649   0.386634E+03   0.189822E+02   0.724632E-01  -0.242124E+02
  1650   0.386507E+03   0.189016E+02   0.724094E-01  -0.244675E+02
  1651   0.386399E+03   0.188196E+02   0.723561E-01  -0.247174E+02
  1652   0.386310E+03   0.187361E+02   0.723032E-01  -0.249620E+02
  1653   0.386238E+03   0.186512E+02   0.722507E-01  -0.252014E+02
  1654   0.386184E+03   0.185650E+02   0.721985E-01  -0.254353E+02
  1655   0.386146E+03   0.184774E+02   0.721468E-01  -0.256638E+02
  1656   0.386125E+03   0.183885E+02   0.720954E-01  -0.258868E+02
  1657   0.386119E+03   0.182984E+02   0.720444E-01  -0.261041E+02
  1658   0.386129E+03   0.182070E+02   0.719938E-01  -0.263158E+02
  1659   0.386155E+03   0.181144E+02   0.719436E-01  -0.265218E+02
  1660   0.386194E+03   0.180206E+02   0.718937E-01  -0.267221E+02
  1661   0.386248E+03   0.179257E+02   0.718441E-01  -0.269165E+02
  1662   0.386314E+03   0.178297E+02   0.717949E-01  -0.271051E+02
  1663   0.386394E+03   0.177326E+02   0.717461E-01  -0.272877E+02
  1664   0.386487E+03   0.176345E+02   0.716976E-01  -0.274645E+02
  1665   0.386592E+03   0.175354E+02   0.716494E-01  -0.276351E+02
  1666   0.386708E+03   0.174353E+02   0.716015E-01  -0.277998E+02
  1667   0.386835E+03   0.173343E+02   0.715540E-01  -0.279584E+02
  1668   0.386973E+03   0.172323E+02   0.715068E-01  -0.281108E+02
  1669   0.387121E+03   0.171295E+02   0.714599E-01  -0.282572E+02
  1670   0.387279E+03   0.170259E+02   0.714132E-01  -0.283973E+02
  1671   0.387446E+03   0.169214E+02   0.713669E-01  -0.285312E+02
  1672   0.387621E+03   0.168162E+02   0.713209E-01  -0.286588E+02
  1673   0.387805E+03   0.167103E+02   0.712751E-01  -0.287803E+02
  1674   0.387996E+03   0.166037E+02   0.712296E-01  -0.288955E+02
  1675   0.388194E+03   0.164965E+02   0.711844E-01  -0.290044E+02
  1676   0.388400E+03   0.163887E+02   0.711395E-01  -0.291070E+02
  1677   0.388611E+03   0.162804E+02   0.710948E-01  -0.292034E+02
  1678   0.388829E+03   0.161715E+02   0.710503E-01  -0.292935E+02
  1679   0.389052E+03   0.160621E+02   0.710061E-01  -0.293772E+02
  1680   0.389279E+03   0.159523E+02   0.709621E-01  -0.294547E+02
  1681   0.389512E+03   0.158421E+02   0.709184E-01  -0.295259E+02
  1682   0.389748E+03   0.157315E+02   0.708748E-01  -0.295908E+02
  1683   0.389987E+03   0.156206E+02   0.708315E-01  -0.296493E+02
  1684   0.390229E+03   0.155093E+02   0.707883E-01  -0.297016E+02
  1685   0.390474E+03   0.153978E+02   0.707454E-01  -0.297475E+02
